sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
G0102_1015	G0102	0/2.0228/0/0	0/0/0/0	0.11465	0	-0.15659	1.2268	0.31376	0.20468	0.088649	0.91135	0.1773	0.9999	False
G0953_9530	G0953	5.4586/3.3714/0/0	3.0165/0.79751/0/0	0.56277	0.30896	-0.25569	10.83	1.5402	0.20452	0.13909	0.86091	0.27817	0.9999	False
G0543_5429	G0543	9.0976/8.0913/4.5202/10.617	15.082/11.165/3.0731/10.72	7.7153	8.6538	0.14756	6.8946	21.115	0.20425	0.56045	0.43955	0.8791	0.9999	True
G0464_4637	G0464	7.2781/6.7427/8.1363/16.988	10.558/5.5826/8.1948/21.441	9.0812	10.099	0.13879	24.043	24.853	0.20421	0.56604	0.43396	0.86792	0.9999	True
G0260_2596	G0260	11.827/12.811/9.9444/19.111	12.066/15.95/13.317/16.08	13.029	14.249	0.12024	16.001	35.658	0.2042	0.57471	0.42529	0.85058	0.9999	True
G0246_2452	G0246	15.466/10.114/25.313/16.988	10.558/12.76/16.39/21.441	16.11	14.754	-0.11911	40.61	44.088	0.2042	0.41463	0.58537	0.82927	0.9999	False
G0683_6823	G0683	0.90976/0/4.5202/0	4.5247/0/0/0	0.36475	0.16078	-0.23354	5.9435	0.99822	0.20415	0.095863	0.90414	0.19173	0.9999	False
G0632_6314	G0632	22.744/6.7427/5.4242/16.988	13.574/6.3801/11.268/21.441	10.921	12.037	0.12902	74.753	29.889	0.204	0.57101	0.42899	0.85798	0.9999	True
G0411_4107	G0411	10.007/11.463/14.465/16.988	12.066/9.5701/12.292/13.4	12.959	11.745	-0.13135	9.8165	35.466	0.20398	0.41047	0.58953	0.82095	0.9999	False
G0586_5859	G0586	9.0976/9.4398/8.1363/6.3705	7.5412/11.165/15.365/5.3601	8.1693	9.1335	0.14424	1.9043	22.357	0.2039	0.5624	0.4376	0.8752	0.9999	True
G0018_173	G0018	7.2781/1.3485/8.1363/2.1235	4.5247/1.595/2.0487/5.3601	3.6403	2.9968	-0.21539	13.667	9.9626	0.20389	0.33671	0.66329	0.67343	0.9999	False
G0008_80	G0008	10.007/8.7655/6.3282/12.741	15.082/7.1776/4.0974/24.121	9.1738	10.195	0.13798	7.2279	25.106	0.20379	0.56618	0.43382	0.86763	0.9999	True
G0340_3398	G0340	2.7293/1.3485/4.5202/6.3705	12.066/3.19/2.0487/2.6801	3.227	3.8323	0.19307	5.11	8.8314	0.20368	0.51314	0.48686	0.97372	0.9999	True
G0857_8563	G0857	7.2781/15.508/9.0403/12.741	7.5412/13.558/10.244/8.0402	10.682	9.5819	-0.14274	13.937	29.235	0.20353	0.40502	0.59498	0.81005	0.9999	False
G0161_1608	G0161	4.5488/10.114/11.752/6.3705	16.591/7.9751/5.1218/8.0402	7.6682	8.6	0.1473	11.359	20.986	0.20339	0.55987	0.44013	0.88026	0.9999	True
G0731_7309	G0731	4.5488/6.0684/7.2323/14.864	9.0494/7.9751/8.1948/8.0402	7.3895	8.3042	0.14929	21.905	20.223	0.20339	0.55843	0.44157	0.88313	0.9999	True
G0480_4798	G0480	6.3684/3.3714/6.3282/4.247	3.0165/7.1776/5.1218/2.6801	4.9049	4.1597	-0.19461	2.3174	13.423	0.20338	0.36177	0.63823	0.72354	0.9999	False
G0700_7000	G0700	5.4586/6.0684/3.6161/6.3705	7.5412/6.3801/5.1218/5.3601	5.2585	6.0297	0.16765	1.5433	14.391	0.2033	0.54266	0.45734	0.91468	0.9999	True
G0114_1135	G0114	27.293/24.274/15.369/19.111	22.624/18.343/18.438/18.76	21.005	19.465	-0.10469	28.526	57.486	0.20315	0.41788	0.58212	0.83576	0.9999	False
G0835_8348	G0835	8.1879/5.3942/9.9444/10.617	7.5412/8.7726/10.244/10.72	8.2674	9.2332	0.14302	5.5323	22.626	0.20304	0.56247	0.43753	0.87507	0.9999	True
G0836_8354	G0836	6.3684/1.3485/3.6161/2.1235	1.5082/0.79751/4.0974/5.3601	2.8663	2.2982	-0.22925	5.2273	7.8443	0.20282	0.31476	0.68524	0.62951	0.9999	False
G0153_1528	G0153	2.7293/3.3714/5.4242/4.247	3.0165/4.7851/10.244/2.6801	3.8189	4.4742	0.18396	1.3826	10.451	0.20271	0.52377	0.47623	0.95246	0.9999	True
G0316_3160	G0316	13.646/5.3942/9.9444/10.617	7.5412/8.7726/9.2192/8.0402	9.3957	8.3685	-0.1501	11.958	25.714	0.20257	0.40058	0.59942	0.80117	0.9999	False
G0184_1831	G0184	34.571/48.548/44.298/63.705	39.214/47.851/48.144/42.881	46.653	44.365	-0.070993	148.63	127.68	0.2025	0.41975	0.58025	0.8395	0.9999	False
G0367_3665	G0367	0.90976/3.3714/0/0	0/3.19/0/0	0.33269	0.1395	-0.22595	3.2626	0.91049	0.20247	0.088168	0.91183	0.17634	0.9999	False
G0898_8973	G0898	3.6391/5.3942/7.2323/10.617	6.033/6.3801/8.1948/2.6801	6.2387	5.4021	-0.17718	9.2108	17.074	0.20246	0.37908	0.62092	0.75816	0.9999	False
G0619_6182	G0619	6.3684/9.4398/3.6161/12.741	4.5247/11.165/8.1948/10.72	7.2664	8.1693	0.14955	16.275	19.886	0.20246	0.55738	0.44262	0.88524	0.9999	True
G0720_7194	G0720	12.737/4.0456/1.8081/6.3705	6.033/3.9875/4.0974/10.72	4.9628	5.7088	0.17006	24.403	13.582	0.20242	0.53917	0.46083	0.92166	0.9999	True
G0986_9860	G0986	5.4586/4.7199/5.4242/6.3705	6.033/2.3925/4.0974/8.0402	5.4629	4.6806	-0.18614	0.45909	14.951	0.20233	0.37017	0.62983	0.74034	0.9999	False
G0060_591	G0060	6.3684/4.7199/1.8081/6.3705	9.0494/3.19/4.0974/5.3601	4.3294	5.025	0.177	4.9444	11.848	0.2021	0.53121	0.46879	0.93757	0.9999	True
G0541_5402	G0541	19.105/16.183/8.1363/12.741	13.574/16.748/7.1705/13.4	13.385	12.163	-0.12816	22.835	36.633	0.20203	0.41201	0.58799	0.82402	0.9999	False
G0775_7749	G0775	0.90976/0/0.90403/2.1235	3.0165/0/1.0244/0	0.58905	0.33265	-0.25386	0.96786	1.6121	0.20194	0.14534	0.85466	0.29068	0.9999	False
G0559_5590	G0559	9.0976/9.4398/9.0403/2.1235	6.033/4.7851/6.1461/5.3601	6.3984	5.5538	-0.17488	13.93	17.511	0.20183	0.38094	0.61906	0.76189	0.9999	False
G0834_8331	G0834	4.5488/8.0913/0/0	1.5082/2.3925/3.0731/0	0.68555	0.96198	0.21909	23.57	1.8762	0.20182	0.3927	0.6073	0.7854	0.9999	True
G0418_4173	G0418	10.917/7.417/10.848/10.617	12.066/17.545/6.1461/10.72	9.8286	10.875	0.13308	2.8877	26.898	0.20176	0.56738	0.43262	0.86523	0.9999	True
G0005_48	G0005	3.6391/6.0684/5.4242/2.1235	4.5247/4.7851/4.0974/5.3601	4.0026	4.6702	0.18071	3.3173	10.954	0.2017	0.52627	0.47373	0.94746	0.9999	True
G0739_7383	G0739	4.5488/1.3485/4.5202/4.247	1.5082/3.19/4.0974/2.6801	3.3102	2.7032	-0.219	2.5746	9.0591	0.20169	0.32902	0.67098	0.65804	0.9999	False
G0816_8158	G0816	7.2781/8.7655/8.1363/19.111	12.066/5.5826/10.244/21.441	9.9864	11.04	0.13218	31.838	27.33	0.20163	0.56777	0.43223	0.86445	0.9999	True
G0677_6767	G0677	1.8195/0.67427/0/0	0/3.19/2.0487/0	0.24916	0.41564	0.1805	0.92365	0.68188	0.20161	0.32084	0.67916	0.64167	0.9999	True
G0555_5548	G0555	5.4586/4.7199/1.8081/6.3705	7.5412/8.7726/3.0731/2.6801	4.1646	4.8452	0.17859	4.1339	11.398	0.20159	0.52866	0.47134	0.94268	0.9999	True
G0127_1266	G0127	19.105/5.3942/10.848/8.494	9.0494/14.355/10.244/10.72	9.882	10.93	0.13267	36.022	27.044	0.20156	0.56745	0.43255	0.86509	0.9999	True
G0053_525	G0053	13.646/8.7655/9.9444/12.741	12.066/11.963/14.341/10.72	11.097	12.206	0.1265	5.3222	30.37	0.20117	0.57025	0.42975	0.8595	0.9999	True
G0524_5231	G0524	10.917/8.7655/5.4242/16.988	7.5412/13.558/5.1218/10.72	9.699	8.6629	-0.14695	24.586	26.544	0.20111	0.40245	0.59755	0.8049	0.9999	False
G0862_8616	G0862	9.0976/8.7655/9.0403/8.494	6.033/6.3801/12.292/8.0402	8.8461	7.8572	-0.15271	0.077159	24.209	0.20099	0.39864	0.60136	0.79729	0.9999	False
G0581_5803	G0581	2.7293/6.0684/9.0403/4.247	10.558/4.7851/4.0974/5.3601	5.0316	5.7773	0.16818	7.6871	13.77	0.20096	0.5393	0.4607	0.92141	0.9999	True
G0480_4796	G0480	0.90976/2.6971/0.90403/0	3.0165/0/1.0244/2.6801	0.62974	0.89347	0.21639	1.608	1.7234	0.20089	0.38564	0.61436	0.77128	0.9999	True
G0011_105	G0011	7.2781/18.205/12.656/10.617	10.558/11.165/16.39/13.4	11.557	12.686	0.12422	21.534	31.628	0.20077	0.57101	0.42899	0.85799	0.9999	True
G0631_6304	G0631	10.917/13.485/7.2323/2.1235	12.066/7.9751/7.1705/5.3601	6.9284	7.8025	0.15089	27.362	18.961	0.20075	0.55471	0.44529	0.89059	0.9999	True
G0315_3150	G0315	1.8195/2.0228/0/0	0/0/6.1461/2.6801	0.34929	0.54553	0.1959	1.7354	0.95591	0.20071	0.34257	0.65743	0.68513	0.9999	True
G0698_6971	G0698	0/0.67427/1.8081/0	0/0/1.0244/0	0.24864	0.083116	-0.20517	0.91221	0.68045	0.20066	0.062955	0.93704	0.12591	0.9999	False
G0805_8043	G0805	8.1879/3.3714/9.0403/6.3705	4.5247/6.3801/11.268/8.0402	6.3226	7.1568	0.15565	6.5258	17.303	0.20054	0.55059	0.44941	0.89881	0.9999	True
G0085_842	G0085	10.917/9.4398/11.752/16.988	9.0494/13.558/22.536/10.72	11.979	13.127	0.12226	10.905	32.783	0.20047	0.57164	0.42836	0.85672	0.9999	True
G0693_6928	G0693	10.007/3.3714/6.3282/4.247	4.5247/3.9875/5.1218/5.3601	5.4957	4.7183	-0.1839	9.0402	15.04	0.20046	0.37138	0.62862	0.74277	0.9999	False
G0160_1597	G0160	1.8195/3.3714/2.7121/2.1235	1.5082/1.595/1.0244/5.3601	2.4406	1.9226	-0.23542	0.47543	6.6793	0.20044	0.29978	0.70022	0.59957	0.9999	False
G0020_192	G0020	0/2.0228/2.7121/2.1235	1.5082/0.79751/2.0487/0	0.97336	0.64626	-0.26146	2.1316	2.6638	0.20041	0.20029	0.79971	0.40058	0.9999	False
G0756_7557	G0756	2.7293/6.7427/6.3282/6.3705	3.0165/7.9751/3.0731/5.3601	5.227	4.4695	-0.18712	3.6854	14.305	0.20027	0.36786	0.63214	0.73572	0.9999	False
G0261_2607	G0261	0.90976/1.3485/0.90403/2.1235	1.5082/0.79751/2.0487/2.6801	1.2443	1.6136	0.21979	0.33719	3.4052	0.20014	0.43904	0.56096	0.87807	0.9999	True
G0882_8816	G0882	25.473/31.016/28.929/40.346	34.69/35.888/34.828/26.801	30.99	32.833	0.080816	40.741	84.812	0.20014	0.57915	0.42085	0.84169	0.9999	True
G0560_5593	G0560	5.4586/2.0228/4.5202/4.247	7.5412/3.19/6.1461/2.6801	3.8236	4.471	0.18169	2.1935	10.464	0.20013	0.5227	0.4773	0.95459	0.9999	True
G0411_4106	G0411	5.4586/2.6971/4.5202/0	6.033/3.19/1.0244/0	1.5371	1.1273	-0.25419	9.3282	4.2067	0.19982	0.25092	0.74908	0.50184	0.9999	False
G0208_2078	G0208	1.8195/6.7427/1.8081/6.3705	3.0165/3.9875/2.0487/2.6801	3.4685	2.8535	-0.21362	8.206	9.4924	0.19961	0.33426	0.66574	0.66852	0.9999	False
G0488_4873	G0488	0/0/1.8081/0	0/0/0/0	0.109	0	-0.14926	0.97415	0.29831	0.19957	0.09131	0.90869	0.18262	0.9999	False
G0924_9233	G0924	0/1.3485/0.90403/0	0/0/1.0244/0	0.24727	0.083116	-0.20359	0.58881	0.67672	0.19955	0.063176	0.93682	0.12635	0.9999	False
G0705_7042	G0705	5.4586/5.3942/1.8081/4.247	6.033/6.3801/1.0244/2.6801	3.8894	3.2385	-0.20611	3.0621	10.644	0.19952	0.3445	0.6555	0.68899	0.9999	False
G0078_777	G0078	1.8195/2.6971/0.90403/0	3.0165/4.7851/1.0244/0	0.75686	1.0438	0.21827	1.8294	2.0713	0.19939	0.39904	0.60096	0.79809	0.9999	True
G0350_3492	G0350	9.0976/3.3714/8.1363/4.247	7.5412/7.1776/4.0974/8.0402	5.7147	6.5022	0.16001	8.318	15.639	0.19915	0.54517	0.45483	0.90966	0.9999	True
G0568_5678	G0568	19.105/31.016/20.793/25.482	18.099/27.115/16.39/29.481	23.673	22.07	-0.096902	28.787	64.787	0.19913	0.42013	0.57987	0.84027	0.9999	False
G0305_3047	G0305	5.4586/11.463/9.0403/14.864	4.5247/7.1776/10.244/16.08	9.583	8.5633	-0.14617	16.244	26.226	0.19912	0.40278	0.59722	0.80555	0.9999	False
G0255_2547	G0255	4.5488/6.0684/6.3282/2.1235	10.558/0.79751/9.2192/8.0402	4.3995	5.0901	0.17366	3.9026	12.04	0.19904	0.53084	0.46916	0.93833	0.9999	True
G0289_2884	G0289	5.4586/7.417/10.848/0	4.5247/6.3801/6.1461/0	2.5007	1.98	-0.23232	36.285	6.8437	0.19903	0.30292	0.69708	0.60585	0.9999	False
G0209_2083	G0209	2.7293/3.3714/6.3282/0	0/3.19/2.0487/2.6801	1.4851	1.084	-0.25396	10.256	4.0644	0.19896	0.24759	0.75241	0.49518	0.9999	False
G0937_9363	G0937	2.7293/2.6971/0/0	1.5082/0.79751/2.0487/0	0.43039	0.64626	0.20279	3.5978	1.1779	0.19891	0.35617	0.64383	0.71233	0.9999	True
G0925_9246	G0925	6.3684/0.67427/0/2.1235	1.5082/2.3925/0/8.0402	0.92726	1.244	0.21954	10.653	2.5377	0.19885	0.4148	0.5852	0.82961	0.9999	True
G0124_1232	G0124	0/2.0228/2.7121/2.1235	3.0165/0.79751/1.0244/0	0.97336	0.64886	-0.25918	2.1316	2.6638	0.19882	0.20115	0.79885	0.4023	0.9999	False
G0796_7954	G0796	8.1879/4.7199/5.4242/10.617	13.574/9.5701/5.1218/5.3601	6.8737	7.7359	0.14992	7.4943	18.811	0.1988	0.55356	0.44644	0.89287	0.9999	True
G0475_4743	G0475	5.4586/6.7427/5.4242/6.3705	4.5247/4.7851/6.1461/5.3601	5.9722	5.1686	-0.17669	0.43881	16.344	0.19879	0.37778	0.62222	0.75556	0.9999	False
G0386_3858	G0386	3.6391/4.7199/9.0403/12.741	7.5412/5.5826/5.1218/5.3601	6.6817	5.8317	-0.16918	18.461	18.286	0.19877	0.38488	0.61512	0.76976	0.9999	False
G0160_1598	G0160	10.917/22.925/12.656/8.494	10.558/19.14/11.268/8.0402	12.814	11.637	-0.12847	41.508	35.068	0.19875	0.41227	0.58773	0.82455	0.9999	False
G0549_5489	G0549	14.556/14.834/9.0403/6.3705	13.574/5.5826/13.317/8.0402	10.567	9.498	-0.13985	18.022	28.918	0.19871	0.40658	0.59342	0.81316	0.9999	False
G0495_4943	G0495	7.2781/2.0228/2.7121/0	4.5247/2.3925/1.0244/0	1.3487	0.96698	-0.25587	13.097	3.691	0.19868	0.23715	0.76285	0.47431	0.9999	False
G0693_6930	G0693	4.5488/0.67427/3.6161/14.864	1.5082/3.9875/5.1218/10.72	3.6614	4.29	0.18252	45.074	10.02	0.1986	0.51924	0.48076	0.96153	0.9999	True
G0525_5249	G0525	3.6391/4.0456/10.848/12.741	7.5412/3.19/9.2192/5.3601	6.7324	5.8805	-0.16841	23.277	18.425	0.19848	0.38545	0.61455	0.77091	0.9999	False
G0895_8941	G0895	5.4586/0/4.5202/8.494	0/3.9875/7.1705/2.6801	2.0675	1.5954	-0.2411	21.03	5.6581	0.19846	0.2835	0.7165	0.56701	0.9999	False
G0595_5948	G0595	1.8195/0.67427/3.6161/2.1235	3.0165/2.3925/0/5.3601	1.772	1.3351	-0.24745	1.5772	4.8495	0.1984	0.26708	0.73292	0.53416	0.9999	False
G0817_8165	G0817	10.007/19.554/6.3282/14.864	9.0494/12.76/12.292/18.76	11.657	12.778	0.12235	34.587	31.903	0.19833	0.57022	0.42978	0.85956	0.9999	True
G0755_7543	G0755	11.827/18.205/12.656/16.988	9.0494/13.558/12.292/21.441	14.67	13.414	-0.12051	10.003	40.148	0.19818	0.41543	0.58457	0.83086	0.9999	False
G0807_8066	G0807	0/0.67427/1.8081/4.247	0/1.595/2.0487/5.3601	0.7952	1.0875	0.21764	4.5292	2.1762	0.19815	0.40224	0.59776	0.80448	0.9999	True
G0830_8295	G0830	8.1879/6.7427/15.369/16.988	6.033/11.963/12.292/10.72	10.965	9.8799	-0.13716	27.069	30.008	0.1981	0.40807	0.59193	0.81614	0.9999	False
G0514_5134	G0514	2.7293/0/2.7121/0	1.5082/0.79751/2.0487/0	0.4311	0.64626	0.20207	3.6188	1.1798	0.19809	0.3558	0.6442	0.71159	0.9999	True
G0882_8815	G0882	11.827/12.811/6.3282/4.247	6.033/13.558/11.268/2.6801	7.9992	7.0729	-0.15671	18.226	21.892	0.19798	0.39512	0.60488	0.79024	0.9999	False
G0721_7203	G0721	12.737/9.4398/5.4242/4.247	1.5082/7.1776/9.2192/16.08	7.264	6.3815	-0.16292	15.724	19.88	0.19792	0.39006	0.60994	0.78011	0.9999	False
G0998_9978	G0998	0.90976/2.6971/2.7121/2.1235	4.5247/6.3801/2.0487/0	1.95	1.493	-0.24283	0.75038	5.3366	0.19782	0.27762	0.72238	0.55523	0.9999	False
G0125_1243	G0125	6.3684/0.67427/0/4.247	9.0494/0/6.1461/0	1.1147	0.76946	-0.25714	12.95	3.0506	0.19766	0.21669	0.78331	0.43337	0.9999	False
G0384_3837	G0384	5.4586/6.7427/3.6161/2.1235	4.5247/1.595/7.1705/2.6801	4.1105	3.4479	-0.20034	4.3129	11.249	0.19755	0.35009	0.64991	0.70018	0.9999	False
G0940_9395	G0940	18.195/6.0684/9.0403/14.864	13.574/8.7726/15.365/5.3601	11.046	9.9607	-0.13626	31.496	30.231	0.19746	0.40857	0.59143	0.81713	0.9999	False
G0313_3125	G0313	10.917/4.0456/6.3282/10.617	9.0494/4.7851/5.1218/8.0402	7.3896	6.5021	-0.16132	11.724	20.223	0.19737	0.39123	0.60877	0.78245	0.9999	False
G0120_1196	G0120	7.2781/1.3485/3.6161/2.1235	1.5082/3.9875/2.0487/2.6801	2.9655	2.4033	-0.22057	7.4485	8.1158	0.19735	0.32058	0.67942	0.64116	0.9999	False
G0443_4426	G0443	10.007/10.788/4.5202/2.1235	9.0494/8.7726/8.1948/2.6801	5.6986	6.4777	0.15874	19.547	15.596	0.19729	0.54424	0.45576	0.91151	0.9999	True
G0268_2672	G0268	13.646/7.417/6.3282/14.864	9.0494/10.368/11.268/13.4	9.885	10.911	0.12993	19.229	27.053	0.19722	0.56571	0.43429	0.86857	0.9999	True
G0686_6852	G0686	5.4586/3.3714/2.7121/0	3.0165/2.3925/2.0487/0	1.4262	1.0366	-0.25254	7.9103	3.9032	0.1972	0.24405	0.75595	0.48811	0.9999	False
G0613_6129	G0613	10.917/17.531/8.1363/8.494	7.5412/11.963/5.1218/18.76	10.729	9.661	-0.13768	19.341	29.361	0.19701	0.40778	0.59222	0.81556	0.9999	False
G0797_7962	G0797	3.6391/4.0456/1.8081/6.3705	6.033/1.595/6.1461/5.3601	3.6194	4.2392	0.18166	3.6772	9.9053	0.19695	0.51775	0.48225	0.96449	0.9999	True
G0266_2653	G0266	10.007/5.3942/10.848/2.1235	9.0494/3.9875/7.1705/8.0402	5.9636	6.759	0.15604	18.428	16.321	0.19689	0.54631	0.45369	0.90738	0.9999	True
G0509_5090	G0509	10.917/9.4398/5.4242/6.3705	9.0494/5.5826/10.244/10.72	7.729	8.634	0.14232	6.7497	21.152	0.19678	0.55745	0.44255	0.88509	0.9999	True
G0868_8671	G0868	12.737/14.16/10.848/19.111	9.0494/13.558/11.268/18.76	13.908	12.694	-0.12254	12.624	38.062	0.19676	0.41493	0.58507	0.82987	0.9999	False
G0414_4137	G0414	10.007/4.0456/9.9444/8.494	7.5412/7.1776/7.1705/5.3601	7.6551	6.7545	-0.15851	8.1687	20.95	0.19675	0.39337	0.60663	0.78674	0.9999	False
G0708_7074	G0708	6.3684/7.417/12.656/14.864	4.5247/14.355/8.1948/10.72	9.7154	8.7011	-0.14346	17.216	26.588	0.1967	0.4043	0.5957	0.80859	0.9999	False
G0849_8488	G0849	1.8195/5.3942/5.4242/4.247	3.0165/2.3925/7.1705/8.0402	3.8892	4.5305	0.1778	3.0109	10.644	0.19655	0.52219	0.47781	0.95561	0.9999	True
G0750_7496	G0750	12.737/4.0456/9.9444/10.617	10.558/7.1776/10.244/10.72	8.5999	9.5525	0.13649	14.578	23.536	0.19635	0.56109	0.43891	0.87781	0.9999	True
G0302_3011	G0302	0.90976/0.67427/2.7121/0	1.5082/1.595/0/2.6801	0.58476	0.83303	0.20997	1.6604	1.6003	0.19626	0.37732	0.62268	0.75465	0.9999	True
G0180_1799	G0180	16.376/16.183/11.752/10.617	12.066/12.76/18.438/8.0402	13.487	12.296	-0.12377	8.9514	36.91	0.19604	0.41456	0.58544	0.82911	0.9999	False
G0067_665	G0067	0.90976/0.67427/0.90403/0	0/0.79751/1.0244/0	0.42932	0.21695	-0.23206	0.2335	1.1749	0.19592	0.11668	0.88332	0.23337	0.9999	False
G0936_9357	G0936	0.90976/0.67427/0.90403/0	0/0.79751/1.0244/0	0.42932	0.21695	-0.23206	0.2335	1.1749	0.19592	0.11668	0.88332	0.23337	0.9999	False
G0479_4790	G0479	10.007/5.3942/16.273/2.1235	6.033/4.7851/7.1705/5.3601	6.6054	5.7725	-0.16732	42.194	18.077	0.19588	0.38539	0.61461	0.77077	0.9999	False
G0305_3044	G0305	3.6391/0/3.6161/0	1.5082/0/1.0244/2.6801	0.51054	0.74203	0.20571	6.6512	1.3972	0.19584	0.36686	0.63314	0.73372	0.9999	True
G0993_9924	G0993	0.90976/5.3942/5.4242/8.494	9.0494/5.5826/1.0244/8.0402	3.9285	4.5706	0.17667	11.447	10.751	0.19581	0.5225	0.4775	0.955	0.9999	True
G0069_687	G0069	1.8195/4.0456/2.7121/0	4.5247/2.3925/5.1218/0	1.1231	1.4663	0.21621	4.2709	3.0736	0.1958	0.42852	0.57148	0.85704	0.9999	True
G0694_6937	G0694	5.4586/1.3485/2.7121/6.3705	4.5247/1.595/3.0731/2.6801	3.3791	2.7837	-0.21084	5.9469	9.2477	0.19579	0.33359	0.66641	0.66718	0.9999	False
G0860_8592	G0860	2.7293/2.0228/1.8081/0	1.5082/4.7851/4.0974/0	0.93466	1.2476	0.21629	2.0137	2.5579	0.19565	0.4137	0.5863	0.8274	0.9999	True
G0082_818	G0082	6.3684/4.7199/3.6161/10.617	3.0165/9.5701/6.1461/10.72	5.8361	6.6179	0.15622	9.773	15.972	0.19562	0.54472	0.45528	0.91056	0.9999	True
G0860_8591	G0860	0.90976/2.6971/1.8081/0	3.0165/1.595/3.0731/0	0.7568	1.0378	0.21409	1.822	2.0712	0.19528	0.39674	0.60326	0.79348	0.9999	True
G0549_5483	G0549	12.737/4.0456/11.752/6.3705	7.5412/9.5701/6.1461/5.3601	7.8928	6.9852	-0.1553	18.493	21.6	0.19528	0.39555	0.60445	0.7911	0.9999	False
G0555_5549	G0555	0.90976/4.7199/4.5202/4.247	1.5082/3.9875/10.244/2.6801	3.0443	3.608	0.18823	3.6628	8.3315	0.19527	0.50529	0.49471	0.98942	0.9999	True
G0787_7869	G0787	1.8195/0.67427/6.3282/2.1235	15.082/4.7851/6.1461/0	2.0469	2.5089	0.20369	6.7572	5.6017	0.19521	0.47595	0.52405	0.95189	0.9999	True
G0449_4489	G0449	9.0976/4.0456/7.2323/4.247	3.0165/9.5701/4.0974/5.3601	5.8044	5.0265	-0.17514	6.1344	15.885	0.19517	0.3774	0.6226	0.75479	0.9999	False
G0736_7358	G0736	5.4586/3.3714/4.5202/4.247	4.5247/7.1776/2.0487/2.6801	4.3369	3.6655	-0.19395	0.74404	11.869	0.19487	0.35571	0.64429	0.71143	0.9999	False
G0135_1343	G0135	0/4.0456/2.7121/4.247	0/0.79751/2.0487/8.0402	1.4004	1.0193	-0.24938	6.2607	3.8325	0.19464	0.24336	0.75664	0.48672	0.9999	False
G0033_321	G0033	31.842/37.759/37.065/23.358	34.69/37.483/28.682/34.841	31.944	33.763	0.077544	44.589	87.421	0.19456	0.577	0.423	0.846	0.9999	True
G0741_7409	G0741	11.827/7.417/10.848/10.617	16.591/7.1776/4.0974/13.4	10.028	9.0085	-0.13989	3.6915	27.443	0.19453	0.40638	0.59362	0.81276	0.9999	False
G0864_8637	G0864	4.5488/2.6971/9.0403/2.1235	1.5082/5.5826/5.1218/2.6801	3.9319	3.2938	-0.19988	10.424	10.761	0.19451	0.34765	0.65235	0.69529	0.9999	False
G0530_5300	G0530	11.827/4.7199/12.656/6.3705	3.0165/5.5826/10.244/16.08	8.1996	7.2785	-0.15221	16.158	22.44	0.19445	0.39778	0.60222	0.79556	0.9999	False
G0377_3766	G0377	5.4586/7.417/11.752/4.247	7.5412/5.5826/7.1705/10.72	6.7116	7.545	0.14804	11.184	18.368	0.19445	0.55073	0.44927	0.89855	0.9999	True
G0206_2052	G0206	3.6391/0.67427/3.6161/4.247	3.0165/0.79751/6.1461/5.3601	2.5151	3.0252	0.19551	2.9546	6.8831	0.19444	0.49116	0.50884	0.98232	0.9999	True
G0847_8467	G0847	4.5488/9.4398/3.6161/2.1235	1.5082/3.9875/7.1705/13.4	4.2752	4.94	0.17122	10.604	11.7	0.19434	0.52707	0.47293	0.94586	0.9999	True
G0099_987	G0099	20.925/22.925/18.081/21.235	19.607/27.913/23.56/18.76	20.717	22.179	0.093999	4.0461	56.696	0.19417	0.57572	0.42428	0.84856	0.9999	True
G0568_5679	G0568	3.6391/3.3714/1.8081/0	12.066/1.595/3.0731/0	1.1545	1.4994	0.21423	4.2826	3.1595	0.19403	0.42981	0.57019	0.85962	0.9999	True
G0388_3878	G0388	31.842/24.948/28.929/27.605	40.723/22.33/22.536/24.121	28.223	26.518	-0.086698	8.2337	77.238	0.19393	0.42273	0.57727	0.84547	0.9999	False
G0005_41	G0005	5.4586/9.4398/2.7121/6.3705	7.5412/7.9751/9.2192/2.6801	5.4734	6.2232	0.15812	8.0541	14.979	0.19373	0.54068	0.45932	0.91864	0.9999	True
G0373_3723	G0373	8.1879/7.417/8.1363/14.864	16.591/3.9875/12.292/13.4	9.261	10.236	0.13098	12.405	25.345	0.1937	0.56239	0.43761	0.87522	0.9999	True
G0077_763	G0077	13.646/12.137/13.56/8.494	7.5412/9.5701/13.317/13.4	11.754	10.656	-0.12994	5.8728	32.169	0.19369	0.41197	0.58803	0.82394	0.9999	False
G0227_2265	G0227	5.4586/9.4398/1.8081/2.1235	3.0165/6.3801/7.1705/2.6801	3.7729	4.3949	0.17673	13.846	10.325	0.19356	0.51893	0.48107	0.96214	0.9999	True
G0359_3581	G0359	2.7293/3.3714/5.4242/0	3.0165/4.7851/1.0244/0	1.4262	1.0438	-0.24743	7.8332	3.9031	0.19355	0.24592	0.75408	0.49184	0.9999	False
G0029_289	G0029	5.4586/10.114/10.848/8.494	9.0494/10.368/6.1461/13.4	8.4492	9.3798	0.13551	5.8245	23.123	0.19352	0.55934	0.44066	0.88132	0.9999	True
