id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0861	10	0.29352	0.30336	0.998595	251	1	-0.0030818	0.89283	0.89292	0.994234	892	0	-0.0030818
G0353	10	0.29426	0.30391	0.998595	252	1	-0.077404	0.35935	0.36414	0.994234	342	1	-0.077404
G0447	10	0.29499	0.30445	0.998595	253	1	-0.051442	0.99591	0.99595	0.999995	988	0	-0.051442
G0721	10	0.29572	0.30506	0.998595	254	1	0.016092	0.5682	0.56829	0.994234	553	0	0.016092
G0590	10	0.2979	0.30705	0.998595	255	1	-0.01454	0.9168	0.91627	0.994234	915	0	-0.01454
G0361	10	0.29863	0.3079	0.998595	256	1	0.0014481	0.87079	0.87091	0.994234	869	0	0.0014481
G0660	10	0.30081	0.30996	0.998595	257	1	0.00071158	0.39715	0.40079	0.994234	376	1	0.00071158
G0423	10	0.30153	0.31075	0.998595	258	1	0.038527	0.85438	0.85371	0.994234	850	0	0.038527
G0384	10	0.30225	0.31148	0.998595	259	1	0.0033357	0.79523	0.7946	0.994234	789	0	0.0033357
G0978	10	0.30442	0.3132	0.998595	260	1	-0.042006	0.78088	0.78043	0.994234	771	0	-0.042006
G0013	10	0.30514	0.31367	0.998595	261	1	-0.0029403	0.68235	0.68175	0.994234	662	0	-0.0029403
G0366	10	0.30586	0.31418	0.998595	262	1	-0.064947	0.98857	0.98913	0.999995	982	0	-0.064947
G0448	10	0.30658	0.31486	0.998595	263	1	-0.1012	0.85189	0.85122	0.994234	844	0	-0.1012
G0319	10	0.3073	0.31543	0.998595	264	1	-0.041149	0.62178	0.62155	0.994234	603	0	-0.041149
G0195	10	0.30802	0.31607	0.998595	265	1	-0.042473	0.53216	0.53235	0.994234	513	0	-0.042473
G0736	10	0.30874	0.31667	0.998595	266	1	-0.091073	0.9468	0.9469	0.994234	952	0	-0.091073
G0780	10	0.30945	0.31733	0.998595	267	1	0.030057	0.94521	0.9454	0.994234	950	0	0.030057
G0106	10	0.31017	0.3181	0.998595	268	1	-0.035385	0.73223	0.73134	0.994234	719	0	-0.035385
G0177	10	0.31374	0.32125	0.998595	269	1	-0.10702	0.99966	0.99957	0.999995	993	0	-0.10702
G0211	10	0.31588	0.32316	0.998595	270	1	0.011676	0.66296	0.66281	0.994234	641	0	0.011676
G0219	10	0.31659	0.3237	0.998595	271	1	-0.07499	0.65035	0.65079	0.994234	629	0	-0.07499
G0026	10	0.3173	0.32432	0.998595	272	1	-0.0017879	0.43174	0.43367	0.994234	413	0	-0.0017879
G0145	10	0.31871	0.32555	0.998595	273	1	-0.014194	0.3713	0.3756	0.994234	356	1	-0.014194
G0294	10	0.31942	0.32627	0.998595	274	1	-0.053186	0.59379	0.5929	0.994234	580	0	-0.053186
G0168	10	0.32224	0.32852	0.998595	275	1	-0.050621	0.75343	0.75284	0.994234	744	0	-0.050621
G0382	10	0.32365	0.32972	0.998595	276	1	0.038668	0.18999	0.2234	0.994234	205	1	0.038668
G0318	10	0.32506	0.33101	0.998595	277	1	-0.023509	0.080431	0.13306	0.994234	111	1	-0.023509
G0836	10	0.32576	0.33159	0.998595	278	1	0.049526	0.00056243	0.0019752	0.39505	5	3	0.049526
G0601	10	0.32646	0.3322	0.998595	279	1	0.040898	0.38176	0.38537	0.994234	363	1	0.040898
G0666	10	0.32716	0.33271	0.998595	280	1	0.034638	0.095092	0.1547	0.994234	132	2	0.034638
G0588	10	0.32786	0.33348	0.998595	281	1	0.014942	0.53669	0.53679	0.994234	519	0	0.014942
G0542	10	0.32856	0.33405	0.998595	282	1	-0.04697	0.37981	0.38375	0.994234	361	1	-0.04697
G0744	10	0.32926	0.33466	0.998595	283	1	-0.08471	0.91052	0.91008	0.994234	905	0	-0.08471
G0545	10	0.32996	0.33545	0.998595	284	1	0.098177	0.35397	0.35933	0.994234	336	1	0.098177
G0971	10	0.33065	0.33596	0.998595	285	1	-0.009044	0.94849	0.94859	0.994234	953	0	-0.009044
G0679	10	0.33135	0.3366	0.998595	286	1	-0.022021	0.69972	0.69932	0.994234	680	0	-0.022021
G0604	10	0.33343	0.3383	0.998595	287	1	0.010885	0.81864	0.81813	0.994234	810	0	0.010885
G0332	10	0.33482	0.33939	0.998595	288	1	0.044195	0.80669	0.80621	0.994234	800	0	0.044195
G0260	10	0.33551	0.33991	0.998595	289	1	0.045667	0.51887	0.51859	0.994234	497	0	0.045667
G0214	10	0.33759	0.34187	0.998595	290	1	0.069837	0.53719	0.53735	0.994234	520	0	0.069837
G0090	10	0.33828	0.34253	0.998595	291	1	0.064969	0.14853	0.19257	0.994234	176	1	0.064969
G0110	10	0.33897	0.34304	0.998595	292	1	-0.050964	0.23828	0.26077	0.994234	245	1	-0.050964
G0733	10	0.33966	0.34363	0.998595	293	1	0.011628	0.75314	0.75254	0.994234	743	0	0.011628
G0933	10	0.34103	0.34491	0.998595	294	1	0.0076965	0.25685	0.27601	0.994234	260	1	0.0076965
G0477	10	0.34172	0.34558	0.998595	295	1	-0.037375	0.19494	0.2271	0.994234	208	1	-0.037375
G0212	10	0.34309	0.34681	0.998595	296	1	0.044848	0.035678	0.067104	0.994234	39	2	0.044848
G0387	10	0.34514	0.3488	0.998595	297	1	-0.022473	0.12664	0.1773	0.994234	158	1	-0.022473
G0426	10	0.34582	0.3494	0.998595	298	1	0.036634	0.87684	0.87694	0.994234	876	0	0.036634
G0813	10	0.34651	0.35013	0.998595	299	1	-0.022309	0.44659	0.44861	0.994234	425	0	-0.022309
G0297	10	0.34719	0.35073	0.998595	300	1	0.014286	0.4257	0.42802	0.994234	406	0	0.014286
G0759	10	0.34787	0.3513	0.998595	301	1	-0.051062	0.64012	0.64037	0.994234	621	0	-0.051062
G0320	10	0.34991	0.35301	0.998595	302	1	-0.010045	0.75115	0.75047	0.994234	741	0	-0.010045
G0895	10	0.35059	0.35379	0.998595	303	1	0.030548	0.78939	0.78901	0.994234	780	0	0.030548
G0178	10	0.35126	0.35442	0.998595	304	1	-0.015052	0.71688	0.71601	0.994234	700	0	-0.015052
G0276	10	0.35262	0.35593	0.998595	305	1	0.024017	0.073208	0.12281	0.994234	97	2	0.024017
G0488	10	0.35329	0.35662	0.998595	306	1	-0.0065578	0.52248	0.52236	0.994234	502	0	-0.0065578
G0204	10	0.35397	0.35738	0.998595	307	1	0.042579	0.4611	0.46309	0.994234	435	0	0.042579
G0305	10	0.35464	0.35791	0.998595	308	1	-0.0745	0.35532	0.36047	0.994234	338	1	-0.0745
G0048	10	0.35532	0.35853	0.998595	309	1	0.042955	0.056218	0.097936	0.994234	75	2	0.042955
G0176	10	0.35666	0.3599	0.998595	310	1	0.067352	0.063603	0.10896	0.994234	86	1	0.067352
G0734	10	0.35733	0.36051	0.998595	311	1	-0.10051	0.70074	0.70019	0.994234	682	0	-0.10051
G0451	10	0.35801	0.36119	0.998595	312	1	0.025196	0.58254	0.58198	0.994234	566	0	0.025196
G0911	10	0.36002	0.36292	0.998595	313	1	-0.035227	0.81473	0.81438	0.994234	805	0	-0.035227
G0416	10	0.36069	0.36344	0.998595	314	1	-0.029421	0.5168	0.51668	0.994234	493	0	-0.029421
G0064	10	0.36135	0.36407	0.998595	315	1	-0.047933	0.28025	0.2959	0.994234	280	1	-0.047933
G0338	10	0.36202	0.36462	0.998595	316	1	0.03124	0.24994	0.2703	0.994234	254	1	0.03124
G0637	10	0.36269	0.36526	0.998595	317	1	-0.12882	0.88365	0.88398	0.994234	880	0	-0.12882
G0474	10	0.36402	0.36653	0.998595	318	1	0.042998	0.038511	0.071223	0.994234	45	2	0.042998
G0373	10	0.36535	0.368	0.998595	319	1	-0.0028565	0.72134	0.72039	0.994234	708	0	-0.0028565
G0205	10	0.36601	0.36867	0.998595	320	1	-0.065371	0.00518	0.014559	0.994234	8	3	-0.065371
G0137	10	0.36668	0.36928	0.998595	321	1	0.016714	0.083209	0.13738	0.994234	115	1	0.016714
G0704	10	0.36932	0.37201	0.998595	322	1	-0.062437	0.75143	0.7508	0.994234	742	0	-0.062437
G0647	10	0.36998	0.37272	0.998595	323	1	-0.058671	0.97458	0.97493	0.999427	974	0	-0.058671
G0508	10	0.37064	0.37347	0.998595	324	1	0.014458	0.2675	0.2848	0.994234	270	1	0.014458
G0730	10	0.37196	0.37486	0.998595	325	1	-0.09079	0.87299	0.87304	0.994234	873	0	-0.09079
G0525	10	0.37262	0.37543	0.998595	326	1	-0.025625	0.94251	0.94272	0.994234	944	0	-0.025625
G0491	10	0.37328	0.37603	0.998595	327	1	-0.023998	0.056035	0.097639	0.994234	74	1	-0.023998
G0413	10	0.37524	0.37772	0.998595	328	1	-0.061458	0.96696	0.96683	0.999427	965	0	-0.061458
G0754	10	0.37655	0.37917	0.998595	329	1	-0.043871	0.27277	0.28937	0.994234	275	1	-0.043871
G0833	10	0.37786	0.38064	0.998595	330	1	0.05077	0.030482	0.059827	0.994234	33	2	0.05077
G0095	10	0.37981	0.38256	0.998595	331	1	0.0079836	0.92505	0.92506	0.994234	923	0	0.0079836
G0049	10	0.38111	0.3837	0.998595	332	1	-0.0062639	0.083909	0.13831	0.994234	117	2	-0.0062639
G0578	10	0.38176	0.38424	0.998595	333	1	-0.0089393	0.032999	0.063292	0.994234	37	1	-0.0089393
G0231	10	0.38241	0.38482	0.998595	334	1	0.024165	0.47245	0.4737	0.994234	447	0	0.024165
G0281	10	0.38306	0.38553	0.998595	335	1	-0.025154	0.71039	0.70933	0.994234	693	0	-0.025154
G0323	10	0.3837	0.38618	0.998595	336	1	0.028352	0.21928	0.24552	0.994234	232	1	0.028352
G0334	10	0.38435	0.38674	0.998595	337	1	-0.06845	0.99418	0.99461	0.999995	986	0	-0.06845
G0233	10	0.385	0.38728	0.998595	338	1	0.046012	0.4702	0.47147	0.994234	445	0	0.046012
G0821	10	0.38564	0.38786	0.998595	339	1	0.077811	0.59997	0.599	0.994234	584	0	0.077811
G0881	10	0.38693	0.38912	0.998595	340	1	-0.047068	0.072363	0.12184	0.994234	95	2	-0.047068
G0377	10	0.38822	0.39055	0.998595	341	1	-0.011948	0.70276	0.70194	0.994234	684	0	-0.011948
G0059	10	0.38886	0.3912	0.998595	342	1	0.004311	0.34719	0.35281	0.994234	331	1	0.004311
G0912	10	0.3895	0.39187	0.998595	343	1	0.01541	0.14506	0.1901	0.994234	172	1	0.01541
G0564	10	0.39014	0.39248	0.998595	344	1	-0.029261	0.10426	0.16226	0.994234	145	1	-0.029261
G0402	10	0.39078	0.39312	0.998595	345	1	-0.01597	0.67841	0.67777	0.994234	658	0	-0.01597
G0111	10	0.39142	0.39368	0.998595	346	1	-0.061004	0.91519	0.91472	0.994234	913	0	-0.061004
G0791	10	0.39206	0.39444	0.998595	347	1	0.012976	0.30225	0.3149	0.994234	298	1	0.012976
G0551	10	0.39334	0.39604	0.998595	348	1	-0.0020366	0.092635	0.15093	0.994234	127	2	-0.0020366
G0694	10	0.39398	0.39683	0.998595	349	1	0.073709	0.55342	0.55346	0.994234	538	0	0.073709
G0011	10	0.39715	0.40025	0.998595	350	1	-0.14433	0.94402	0.9442	0.994234	948	0	-0.14433
G0627	10	0.39779	0.40088	0.998595	351	1	-0.043553	0.87252	0.87262	0.994234	871	0	-0.043553
G0193	10	0.39842	0.40157	0.998595	352	1	0.041726	0.59201	0.59114	0.994234	577	0	0.041726
G0045	10	0.39905	0.4023	0.998595	353	1	-0.10219	0.9982	0.99806	0.999995	990	0	-0.10219
G0620	10	0.39969	0.40295	0.998595	354	1	-0.0012416	0.92592	0.9258	0.994234	926	0	-0.0012416
G0171	10	0.40032	0.40361	0.998595	355	1	-0.050782	0.88957	0.88988	0.994234	888	0	-0.050782
G0210	10	0.40095	0.40422	0.998595	356	1	-0.15318	0.85908	0.8589	0.994234	856	0	-0.15318
G0723	10	0.40158	0.40488	0.998595	357	0	-0.014152	0.76098	0.7605	0.994234	751	0	-0.014152
G0539	10	0.40221	0.40547	0.998595	358	0	-0.0105	0.97509	0.97545	0.999427	975	0	-0.0105
G0030	10	0.40284	0.40608	0.998595	359	0	-0.005929	0.38693	0.39009	0.994234	368	1	-0.005929
G0342	10	0.40347	0.40658	0.998595	360	0	-0.03684	0.85735	0.85721	0.994234	852	0	-0.03684
G0253	10	0.40409	0.40714	0.998595	361	0	-0.027392	0.48083	0.48168	0.994234	456	0	-0.027392
G0826	10	0.40472	0.40778	0.998595	362	0	0.0076469	0.25455	0.2739	0.994234	258	1	0.0076469
G0506	10	0.40535	0.4084	0.998595	363	0	0.040398	0.92688	0.92665	0.994234	927	0	0.040398
G0324	10	0.4066	0.40958	0.998595	364	0	0.084678	0.5592	0.5597	0.994234	546	0	0.084678
G0562	10	0.40722	0.4102	0.998595	365	0	0.069607	0.39779	0.40138	0.994234	377	1	0.069607
G0036	10	0.40785	0.41083	0.998595	366	0	0.028605	0.41158	0.41449	0.994234	394	1	0.028605
G0998	10	0.40847	0.41133	0.998595	367	0	-0.084923	0.88437	0.88447	0.994234	881	0	-0.084923
G0040	10	0.40972	0.4126	0.998595	368	0	0.012783	0.27801	0.29406	0.994234	277	1	0.012783
G0877	10	0.41034	0.41319	0.998595	369	0	-0.051676	0.8542	0.85357	0.994234	849	0	-0.051676
G0396	10	0.41158	0.41435	0.998595	370	0	-0.069983	0.22008	0.24604	0.994234	233	1	-0.069983
G0842	10	0.41468	0.41725	0.998595	371	0	-0.045309	0.96491	0.96488	0.999427	963	0	-0.045309
G0050	10	0.41653	0.419	0.998595	372	0	0.054797	0.056984	0.098946	0.994234	76	1	0.054797
G0019	10	0.41714	0.41963	0.998595	373	0	-0.092729	0.47189	0.47312	0.994234	446	0	-0.092729
G0948	10	0.41776	0.42015	0.998595	374	0	0.031447	0.83195	0.8311	0.994234	821	0	0.031447
G0073	10	0.41837	0.42077	0.998595	375	0	-0.029683	0.29645	0.30938	0.994234	293	1	-0.029683
G0628	10	0.41898	0.42157	0.998595	376	0	-0.0028728	0.64488	0.64518	0.994234	624	0	-0.0028728
G0999	10	0.42021	0.42273	0.998595	377	0	-0.029536	0.1337	0.18208	0.994234	161	1	-0.029536
G0684	10	0.42143	0.42394	0.998595	378	0	0.031096	0.038733	0.071569	0.994234	46	2	0.031096
G0815	10	0.42204	0.42456	0.998595	379	0	0.11227	0.10788	0.16456	0.994234	148	1	0.11227
G0711	10	0.42265	0.42506	0.998595	380	0	0.075974	0.26447	0.28209	0.994234	267	1	0.075974
G0649	10	0.42326	0.42574	0.998595	381	0	0.0008324	0.54512	0.54494	0.994234	531	0	0.0008324
G0487	10	0.42387	0.42633	0.998595	382	0	0.050343	0.087786	0.14375	0.994234	121	2	0.050343
G0020	10	0.42509	0.42741	0.998595	383	0	0.030357	0.92763	0.92736	0.994234	929	0	0.030357
G0107	10	0.4257	0.42802	0.998595	384	0	-0.017645	0.89216	0.89227	0.994234	890	0	-0.017645
G0901	10	0.4263	0.42863	0.998595	385	0	0.017721	0.38046	0.38424	0.994234	362	1	0.017721
G0187	10	0.42691	0.42917	0.998595	386	0	0.061534	0.058024	0.10042	0.994234	79	2	0.061534
G0906	10	0.42752	0.42969	0.998595	387	0	-0.027542	0.089662	0.14653	0.994234	124	1	-0.027542
G0200	10	0.42812	0.43014	0.998595	388	0	0.015383	0.58888	0.58806	0.994234	575	0	0.015383
G0658	10	0.42873	0.4307	0.998595	389	0	0.0021203	0.15198	0.19501	0.994234	180	1	0.0021203
G0227	10	0.42933	0.43132	0.998595	390	0	0.015441	0.5568	0.55716	0.994234	542	0	0.015441
G0874	10	0.42993	0.43189	0.998595	391	0	-0.049996	0.078575	0.13042	0.994234	107	1	-0.049996
G0659	10	0.43054	0.43257	0.998595	392	0	0.092176	0.41837	0.4208	0.994234	402	1	0.092176
G0886	10	0.43174	0.43367	0.998595	393	0	0.037175	0.36335	0.3677	0.994234	346	1	0.037175
G0890	10	0.43414	0.43602	0.998595	394	0	0.074406	0.57612	0.5759	0.994234	560	0	0.074406
G0663	10	0.43593	0.43771	0.998595	395	0	-0.0112	0.90562	0.90526	0.994234	901	0	-0.0112
G0466	10	0.43713	0.43897	0.998595	396	0	-0.021616	0.16397	0.20384	0.994234	186	1	-0.021616
G0795	10	0.43772	0.43959	0.998595	397	0	0.080679	0.4536	0.45536	0.994234	430	0	0.080679
G0189	10	0.43832	0.44035	0.998595	398	0	-0.032347	0.71137	0.71035	0.994234	694	0	-0.032347
G0818	10	0.43891	0.44084	0.998595	399	0	-0.049612	0.7916	0.79114	0.994234	784	0	-0.049612
G0956	10	0.43951	0.44139	0.998595	400	0	-0.01927	0.84116	0.84032	0.994234	832	0	-0.01927
G0563	10	0.44188	0.44393	0.998595	401	0	0.040658	0.15885	0.20042	0.994234	184	1	0.040658
G0677	10	0.44247	0.44443	0.998595	402	0	0.017596	0.75876	0.75812	0.994234	748	0	0.017596
G0729	10	0.44306	0.44509	0.998595	403	0	0.014398	0.79666	0.79622	0.994234	790	0	0.014398
G0330	10	0.44659	0.44861	0.998595	404	0	-0.073272	0.23435	0.25778	0.994234	243	1	-0.073272
G0571	10	0.44777	0.44982	0.998595	405	0	-0.067643	0.94033	0.9405	0.994234	940	0	-0.067643
G0809	10	0.44835	0.45039	0.998595	406	0	0.029088	0.83295	0.83193	0.994234	823	0	0.029088
G0123	10	0.45011	0.45206	0.998595	407	0	-0.057237	0.98029	0.98101	0.999995	978	0	-0.057237
G0460	10	0.45127	0.45303	0.998595	408	0	-0.063419	0.86758	0.86748	0.994234	863	0	-0.063419
G0173	10	0.45186	0.45355	0.998595	409	0	0.02975	0.48359	0.48438	0.994234	461	0	0.02975
G0618	10	0.45302	0.45463	0.998595	410	0	0.017543	0.41591	0.41848	0.994234	399	1	0.017543
G0333	10	0.4536	0.45536	0.998595	411	0	0.044945	0.90405	0.90371	0.994234	898	0	0.044945
G0943	10	0.45418	0.45591	0.998595	412	0	0.016697	0.22327	0.24874	0.994234	235	1	0.016697
G0960	10	0.45592	0.45746	0.998595	413	0	0.021478	0.92791	0.92765	0.994234	930	0	0.021478
G0275	10	0.45649	0.45799	0.998595	414	0	-0.036845	0.94335	0.94346	0.994234	945	0	-0.036845
G0716	10	0.45765	0.45926	0.998595	415	0	0.0055245	0.85171	0.85104	0.994234	843	0	0.0055245
G0828	10	0.45823	0.45996	0.998595	416	0	0.017947	0.62551	0.62552	0.994234	606	0	0.017947
G0600	10	0.4588	0.46058	0.998595	417	0	0.03522	0.52351	0.52341	0.994234	503	0	0.03522
G0259	10	0.4611	0.46309	0.998595	418	0	-0.0013491	0.057506	0.099728	0.994234	77	2	-0.0013491
G0577	10	0.46167	0.46365	0.998595	419	0	-0.080617	0.76832	0.76796	0.994234	760	0	-0.080617
G0248	10	0.46339	0.46538	0.998595	420	0	-0.027535	0.88846	0.88869	0.994234	884	0	-0.027535
G0587	10	0.46567	0.46745	0.998595	421	0	0.041633	0.36069	0.36527	0.994234	344	1	0.041633
G0462	10	0.46624	0.4679	0.998595	422	0	-0.055588	0.97605	0.97644	0.999427	977	0	-0.055588
G0432	10	0.4668	0.4684	0.998595	423	0	0.04532	0.24916	0.26965	0.994234	253	1	0.04532
G0742	10	0.46737	0.46899	0.998595	424	0	-0.017928	0.9121	0.91166	0.994234	906	0	-0.017928
G0070	10	0.4685	0.47015	0.998595	425	0	0.010154	0.097259	0.15758	0.994234	139	2	0.010154
G0109	10	0.46964	0.47103	0.998595	426	0	-0.014555	0.8666	0.86654	0.994234	861	0	-0.014555
G0155	10	0.4702	0.47147	0.998595	427	0	0.08716	0.064545	0.11036	0.994234	87	1	0.08716
G0570	10	0.47076	0.47211	0.998595	428	0	-0.031154	0.76454	0.76434	0.994234	755	0	-0.031154
G0598	10	0.47189	0.47312	0.998595	429	0	-0.14255	0.95833	0.95856	0.998499	960	0	-0.14255
G0867	10	0.47358	0.47476	0.998595	430	0	-0.0040565	0.6488	0.6492	0.994234	628	0	-0.0040565
G0029	10	0.47414	0.47538	0.998595	431	0	-0.073164	0.091499	0.14936	0.994234	126	1	-0.073164
G0927	10	0.47526	0.47646	0.998595	432	0	0.040711	0.54463	0.54449	0.994234	530	0	0.040711
G0296	10	0.47582	0.47697	0.998595	433	0	-0.03728	0.81929	0.81887	0.994234	812	0	-0.03728
G0557	10	0.47638	0.47739	0.998595	434	0	-0.018735	0.32295	0.33187	0.994234	315	1	-0.018735
G0456	10	0.47749	0.47824	0.998595	435	0	-0.052158	0.70676	0.70592	0.994234	688	0	-0.052158
G0140	10	0.47861	0.47947	0.998595	436	0	-0.0156	0.68021	0.6797	0.994234	660	0	-0.0156
G0909	10	0.47916	0.48008	0.998595	437	0	0.086857	0.68271	0.68214	0.994234	663	0	0.086857
G0185	10	0.48028	0.48124	0.998595	438	0	-0.04228	0.98587	0.98656	0.999995	980	0	-0.04228
G0572	10	0.48083	0.48168	0.998595	439	0	0.051323	0.053183	0.093401	0.994234	68	1	0.051323
G0652	10	0.48194	0.48272	0.998595	440	0	0.046659	0.58753	0.58683	0.994234	573	0	0.046659
G0988	10	0.48249	0.48321	0.998595	441	0	0.053198	0.66558	0.66531	0.994234	645	0	0.053198
G0878	10	0.48359	0.48438	0.998595	442	0	0.045394	0.70309	0.70226	0.994234	685	0	0.045394
G0235	10	0.48415	0.4849	0.998595	443	0	0.0013569	0.074057	0.12395	0.994234	100	2	0.0013569
G0433	10	0.4847	0.48541	0.998595	444	0	-0.051753	0.84679	0.84595	0.994234	836	0	-0.051753
G0225	10	0.4858	0.48654	0.998595	445	0	-0.036859	0.71912	0.71812	0.994234	703	0	-0.036859
G0851	10	0.48799	0.48875	0.998595	446	0	0.087376	0.064914	0.11088	0.994234	88	2	0.087376
G0561	10	0.49018	0.49092	0.998595	447	0	0.068909	0.30945	0.32055	0.994234	304	1	0.068909
G0918	10	0.49127	0.49211	0.998595	448	0	0.052309	0.59557	0.59463	0.994234	581	0	0.052309
G0278	10	0.4929	0.49379	0.998595	449	0	0.035697	0.66408	0.66391	0.994234	642	0	0.035697
G0483	10	0.49344	0.49426	0.998595	450	0	-0.052916	0.69768	0.69718	0.994234	678	0	-0.052916
G0355	10	0.49452	0.49532	0.998595	451	0	0.059422	0.29059	0.30453	0.994234	290	1	0.059422
G0087	10	0.49506	0.49586	0.998595	452	0	-0.0151	0.13633	0.18376	0.994234	164	1	-0.0151
G0097	10	0.4956	0.49642	0.998595	453	0	-0.013118	0.76508	0.76487	0.994234	756	0	-0.013118
G0731	10	0.49668	0.49753	0.998595	454	0	-0.023678	0.46167	0.46365	0.994234	436	0	-0.023678
G0783	10	0.49722	0.4979	0.998595	455	0	-0.014207	0.92534	0.92531	0.994234	924	0	-0.014207
G0946	10	0.49776	0.49844	0.998595	456	0	-0.033735	0.35194	0.35725	0.994234	335	1	-0.033735
G0643	10	0.4983	0.49893	0.998595	457	0	0.04632	0.56111	0.56146	0.994234	548	0	0.04632
G0124	10	0.49884	0.49953	0.998595	458	0	0.0007485	0.39014	0.39332	0.994234	370	1	0.0007485
G0706	10	0.49937	0.49993	0.998595	459	0	-0.00015	0.81008	0.80958	0.994234	803	0	-0.00015
G0449	10	0.50098	0.50141	0.998595	460	0	0.11921	0.013586	0.034708	0.994234	23	3	0.11921
G0340	10	0.50205	0.50242	0.998595	461	0	0.040494	0.35599	0.3612	0.994234	339	1	0.040494
G0511	10	0.50471	0.50499	0.998595	462	0	0.030795	0.85822	0.858	0.994234	853	0	0.030795
G0792	10	0.50683	0.50696	0.998595	463	0	-0.067083	0.97075	0.97073	0.999427	971	0	-0.067083
G0132	10	0.51	0.51011	0.998595	464	0	-0.065676	0.40722	0.41043	0.994234	388	1	-0.065676
G0782	10	0.51105	0.51101	0.998595	465	0	0.022857	0.42752	0.42969	0.994234	408	0	0.022857
G0764	10	0.51158	0.51163	0.998595	466	0	-0.035847	0.88943	0.88974	0.994234	887	0	-0.035847
G0996	10	0.5121	0.51214	0.998595	467	0	0.038894	0.28618	0.30086	0.994234	287	1	0.038894
G0208	10	0.51262	0.51268	0.998595	468	0	0.074557	0.095401	0.15508	0.994234	134	2	0.074557
G0958	10	0.51367	0.51363	0.998595	469	0	0.049134	0.026763	0.054114	0.994234	27	2	0.049134
G0364	10	0.51419	0.51409	0.998595	470	0	-0.014179	0.47526	0.47646	0.994234	449	0	-0.014179
G0613	10	0.51524	0.51519	0.998595	471	0	-0.017755	0.45938	0.46116	0.994234	433	0	-0.017755
G0279	10	0.5168	0.51668	0.998595	472	0	0.065438	0.0442	0.079748	0.994234	55	2	0.065438
G0472	10	0.51732	0.51713	0.998595	473	0	-0.016133	0.78841	0.78809	0.994234	779	0	-0.016133
G0894	10	0.51835	0.51807	0.998595	474	0	-0.06313	0.7731	0.7725	0.994234	764	0	-0.06313
G0799	10	0.51939	0.51914	0.998595	475	0	-0.021246	0.23906	0.26128	0.994234	246	1	-0.021246
G0261	10	0.51991	0.51974	0.998595	476	0	-0.048338	0.97552	0.97585	0.999427	976	0	-0.048338
G0970	10	0.52042	0.52034	0.998595	477	0	0.023536	0.054942	0.096134	0.994234	71	2	0.023536
G0267	10	0.52145	0.52146	0.998595	478	0	0.0061408	0.96806	0.96803	0.999427	967	0	0.0061408
G0159	10	0.52248	0.52236	0.998595	479	0	0.052447	0.19904	0.23013	0.994234	213	1	0.052447
G0584	10	0.52402	0.52393	0.998595	480	0	-0.051435	0.89535	0.89518	0.994234	893	0	-0.051435
G0811	10	0.52454	0.52456	0.998595	481	0	0.077205	0.03829	0.070936	0.994234	44	2	0.077205
G0206	10	0.52607	0.526	0.998595	482	0	0.057838	0.44835	0.45039	0.994234	427	0	0.057838
G0371	10	0.5276	0.5275	0.998595	483	0	-0.0033613	0.10063	0.16008	0.994234	143	1	-0.0033613
G0634	10	0.52913	0.52912	0.998595	484	0	-0.017022	0.80091	0.80041	0.994234	794	0	-0.017022
G0207	10	0.52963	0.52966	0.998595	485	0	0.11017	0.063031	0.10813	0.994234	85	2	0.11017
G0367	10	0.53115	0.53116	0.998595	486	0	0.039461	0.51053	0.51056	0.994234	486	0	0.039461
G0709	10	0.53267	0.53283	0.998595	487	0	-0.0087685	0.41406	0.41668	0.994234	398	1	-0.0087685
G0669	10	0.53418	0.53427	0.998595	488	0	-0.0046311	0.23199	0.25561	0.994234	242	1	-0.0046311
G0368	10	0.53468	0.53468	0.998595	489	0	-0.035304	0.91953	0.91889	0.994234	920	0	-0.035304
G0674	10	0.53568	0.53569	0.998595	490	0	0.053931	0.583	0.58234	0.994234	567	0	0.053931
G0526	10	0.53619	0.53623	0.998595	491	0	-0.059096	0.51315	0.51311	0.994234	490	0	-0.059096
G0378	10	0.53669	0.53679	0.998595	492	0	-0.086791	0.20475	0.2346	0.994234	217	1	-0.086791
G0003	10	0.53769	0.53788	0.998595	493	0	0.085244	0.44601	0.44804	0.994234	424	0	0.085244
G0199	10	0.53818	0.53832	0.998595	494	0	0.0078755	0.67552	0.67484	0.994234	655	0	0.0078755
G0141	10	0.53968	0.53978	0.998595	495	0	0.0015955	0.84039	0.83942	0.994234	830	0	0.0015955
G0480	10	0.54067	0.54056	0.998595	496	0	0.022098	0.67877	0.67829	0.994234	659	0	0.022098
G0458	10	0.54117	0.54107	0.998595	497	0	0.016078	0.066427	0.11313	0.994234	90	1	0.016078
G0142	10	0.54167	0.54163	0.998595	498	0	0.018405	0.80554	0.80511	0.994234	799	0	0.018405
G0765	10	0.54216	0.54204	0.998595	499	0	0.081863	0.51	0.51011	0.994234	485	0	0.081863
G0875	10	0.54315	0.54287	0.998595	500	0	0.014742	0.68871	0.68805	0.994234	669	0	0.014742
G0312	10	0.54364	0.54343	0.998595	501	0	-0.008104	0.31088	0.32193	0.994234	306	1	-0.008104
