id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0680	10	0.088743	0.24053	0.959951	249	4	-0.090792	0.25945	0.39244	0.999955	203	2	-0.090792
G0630	10	0.089119	0.24135	0.959951	250	3	0.35768	0.0030313	0.012639	0.268907	47	5	0.35768
G0211	10	0.089662	0.24245	0.959951	251	3	-0.027073	0.77805	0.77775	0.999955	687	0	-0.027073
G0250	10	0.090364	0.244	0.959951	252	4	-0.36229	0.52351	0.59727	0.999955	455	1	-0.36229
G0405	10	0.090802	0.24473	0.959951	253	5	-0.30566	0.15438	0.29003	0.999955	137	2	-0.30566
G0438	10	0.09093	0.24504	0.959951	254	5	-0.35969	0.83474	0.83383	0.999955	768	0	-0.35969
G0610	10	0.090969	0.24513	0.959951	255	4	-0.18129	0.62386	0.65454	0.999955	537	1	-0.18129
G0940	10	0.091258	0.24575	0.959951	256	4	-0.34636	0.8628	0.86258	0.999955	809	0	-0.34636
G0272	10	0.092941	0.24945	0.970624	257	3	-0.038847	0.26332	0.39626	0.999955	208	2	-0.038847
G0522	10	0.094476	0.25282	0.974676	258	2	-0.058732	0.10815	0.21929	0.999955	106	3	-0.058732
G0512	10	0.094565	0.25299	0.974676	259	5	-0.39024	0.4263	0.55282	0.999955	392	1	-0.39024
G0490	10	0.095106	0.2542	0.974676	260	4	-0.12974	0.3139	0.4476	0.999955	259	2	-0.12974
G0435	10	0.095487	0.25497	0.974676	261	5	-0.13193	0.89717	0.89706	0.999955	840	0	-0.13193
G0634	10	0.097881	0.25868	0.974676	262	4	-0.35049	0.93609	0.93641	0.999955	886	0	-0.35049
G0640	10	0.098424	0.25955	0.974676	263	3	0.039345	0.14073	0.27226	0.999955	130	2	0.039345
G0621	10	0.09871	0.25991	0.974676	264	4	-0.12201	0.66032	0.67926	0.999955	573	1	-0.12201
G0394	10	0.099643	0.26127	0.974676	265	4	-0.35228	0.97837	0.97888	0.999955	958	0	-0.35228
G0790	10	0.099846	0.26156	0.974676	266	4	-0.18482	0.99211	0.99235	0.999955	978	0	-0.18482
G0301	10	0.10005	0.26192	0.974676	267	3	-0.05216	0.44777	0.5622	0.999955	408	1	-0.05216
G0473	10	0.1003	0.26236	0.974676	268	4	-0.46322	0.94876	0.94888	0.999955	911	0	-0.46322
G0340	10	0.10066	0.26299	0.974676	269	3	0.091831	0.099846	0.20573	0.999955	96	3	0.091831
G0527	10	0.10227	0.26556	0.974676	270	3	-0.32459	0.96846	0.96851	0.999955	947	0	-0.32459
G0400	10	0.10245	0.2658	0.974676	271	4	-0.35869	0.99678	0.99684	0.999955	986	0	-0.35869
G0516	10	0.10287	0.26643	0.974676	272	4	-0.055606	0.12836	0.25238	0.999955	123	3	-0.055606
G0904	10	0.1029	0.26645	0.974676	273	2	0.071237	0.87142	0.87149	0.999955	818	0	0.071237
G0256	10	0.10385	0.26796	0.974676	274	4	-0.37214	0.93742	0.9376	0.999955	889	0	-0.37214
G0124	10	0.10479	0.26942	0.974676	275	3	0.379	0.28079	0.41415	0.999955	228	2	0.379
G0417	10	0.10515	0.26995	0.974676	276	4	0.044243	0.5121	0.59148	0.999955	450	1	0.044243
G0962	10	0.10516	0.26999	0.974676	277	3	-0.17069	0.68021	0.6932	0.999955	590	1	-0.17069
G0254	10	0.10679	0.27231	0.979539	278	4	-0.028431	0.2804	0.41372	0.999955	227	2	-0.028431
G0865	10	0.10878	0.27543	0.987207	279	2	0.087106	0.50258	0.58691	0.999955	441	1	0.087106
G0996	10	0.10961	0.27668	0.988136	280	4	-0.18879	0.83573	0.83489	0.999955	769	0	-0.18879
G0116	10	0.11058	0.27817	0.989879	281	1	0.1066	0.29675	0.43066	0.999955	241	2	0.1066
G0916	10	0.11283	0.28171	0.989879	282	4	-0.037699	0.46567	0.57032	0.999955	420	1	-0.037699
G0578	10	0.11285	0.28175	0.989879	283	4	-0.28583	0.85683	0.85664	0.999955	800	0	-0.28583
G0614	10	0.11327	0.28246	0.989879	284	3	-0.10321	0.81186	0.81119	0.999955	735	0	-0.10321
G0115	10	0.11507	0.28511	0.989879	285	1	0.26247	0.33998	0.47306	0.999955	288	2	0.26247
G0881	10	0.11539	0.28553	0.989879	286	4	-0.092254	0.68941	0.69963	0.999955	598	1	-0.092254
G0696	10	0.11545	0.28563	0.989879	287	4	-0.30216	0.96018	0.96024	0.999955	933	0	-0.30216
G0876	10	0.11675	0.28753	0.989879	288	3	-0.23149	0.96169	0.96175	0.999955	935	0	-0.23149
G0391	10	0.11686	0.28766	0.989879	289	2	-0.16979	0.66108	0.6799	0.999955	574	1	-0.16979
G0902	10	0.11694	0.2878	0.989879	290	4	-0.076618	0.88292	0.88344	0.999955	827	0	-0.076618
G0745	10	0.11742	0.28845	0.989879	291	3	-0.10305	0.57008	0.62271	0.999955	483	1	-0.10305
G0363	10	0.11775	0.28904	0.989879	292	4	-0.15824	0.84605	0.84523	0.999955	784	0	-0.15824
G0740	10	0.11841	0.29017	0.990352	293	3	-0.044865	0.24555	0.37871	0.999955	189	2	-0.044865
G0260	10	0.11954	0.29205	0.993383	294	1	0.10646	0.40539	0.54217	0.999955	380	2	0.10646
G0080	10	0.12205	0.29587	0.999995	295	3	-0.28302	0.85856	0.85834	0.999955	804	0	-0.28302
G0100	10	0.12291	0.29732	0.999995	296	4	-0.30867	0.09165	0.19321	0.999955	89	3	-0.30867
G0446	10	0.12339	0.29814	0.999995	297	4	-0.23167	0.68695	0.69801	0.999955	595	1	-0.23167
G0732	10	0.12362	0.29849	0.999995	298	4	-0.22166	0.2348	0.36832	0.999955	179	2	-0.22166
G0750	10	0.12631	0.30279	0.999995	299	4	-0.29211	0.98295	0.98343	0.999955	965	0	-0.29211
G0246	10	0.12723	0.30428	0.999995	300	4	-0.22095	0.91881	0.91806	0.999955	863	0	-0.22095
G0822	10	0.12841	0.306	0.999995	301	2	-0.16663	0.37786	0.51335	0.999955	339	1	-0.16663
G0565	10	0.12848	0.30612	0.999995	302	4	-0.19804	0.096208	0.20033	0.999955	93	3	-0.19804
G0143	10	0.1291	0.30715	0.999995	303	3	0.032629	0.18327	0.31753	0.999955	148	2	0.032629
G0111	10	0.1293	0.30744	0.999995	304	3	-0.010911	0.74711	0.74768	0.999955	649	1	-0.010911
G0183	10	0.13111	0.31031	0.999995	305	4	-0.27838	0.84437	0.84349	0.999955	780	0	-0.27838
G0891	10	0.13177	0.31125	0.999995	306	4	-0.15444	0.7248	0.72771	0.999955	624	1	-0.15444
G0936	10	0.13282	0.31283	0.999995	307	3	-0.19594	0.99865	0.99854	0.999955	990	0	-0.19594
G0683	10	0.13341	0.31382	0.999995	308	4	-0.16739	0.23366	0.3671	0.999955	177	2	-0.16739
G0763	10	0.13623	0.31798	0.999995	309	4	-0.32507	0.35162	0.48539	0.999955	302	2	-0.32507
G0681	10	0.13625	0.31799	0.999995	310	4	-0.33651	0.33959	0.47269	0.999955	287	2	-0.33651
G0167	10	0.13633	0.31809	0.999995	311	2	-0.030848	0.27884	0.41217	0.999955	224	2	-0.030848
G0229	10	0.13792	0.32047	0.999995	312	4	-0.081989	0.94205	0.94231	0.999955	897	0	-0.081989
G0378	10	0.13809	0.32068	0.999995	313	2	-0.044796	0.093421	0.19596	0.999955	90	3	-0.044796
G0844	10	0.13961	0.3231	0.999995	314	4	-0.18327	0.81864	0.81813	0.999955	745	0	-0.18327
G0393	10	0.14038	0.32422	0.999995	315	3	-0.2911	0.85839	0.8581	0.999955	803	0	-0.2911
G0026	10	0.14056	0.32449	0.999995	316	4	-0.25536	0.33065	0.46374	0.999955	274	1	-0.25536
G0158	10	0.14071	0.32472	0.999995	317	1	-0.12505	0.34377	0.47691	0.999955	294	1	-0.12505
G0146	10	0.1428	0.32782	0.999995	318	3	-0.037125	0.33621	0.46901	0.999955	283	1	-0.037125
G0626	10	0.14362	0.32903	0.999995	319	4	-0.081389	0.3667	0.50173	0.999955	325	2	-0.081389
G0550	10	0.14506	0.33125	0.999995	320	3	0.1179	0.4122	0.54704	0.999955	386	1	0.1179
G0686	10	0.14567	0.33204	0.999995	321	3	-0.16936	0.96616	0.96616	0.999955	941	0	-0.16936
G0581	10	0.14591	0.33246	0.999995	322	3	0.10652	0.74449	0.7453	0.999955	646	1	0.10652
G0644	10	0.14594	0.33255	0.999995	323	2	0.2609	0.59067	0.63406	0.999955	507	1	0.2609
G0375	10	0.14639	0.3331	0.999995	324	3	-0.20169	0.98118	0.98193	0.999955	962	0	-0.20169
G0759	10	0.14766	0.33507	0.999995	325	3	-0.14319	0.44365	0.56037	0.999955	403	1	-0.14319
G0777	10	0.14839	0.3362	0.999995	326	4	-0.26457	0.94159	0.94176	0.999955	896	0	-0.26457
G0188	10	0.14853	0.33642	0.999995	327	2	0.027697	0.63772	0.66386	0.999955	553	1	0.027697
G0830	10	0.14909	0.33729	0.999995	328	3	-0.11391	0.6915	0.70118	0.999955	601	1	-0.11391
G0922	10	0.14939	0.33773	0.999995	329	2	0.14446	0.36554	0.50041	0.999955	321	2	0.14446
G0806	10	0.14944	0.33781	0.999995	330	4	-0.15043	0.76372	0.76361	0.999955	669	1	-0.15043
G0392	10	0.14963	0.33811	0.999995	331	4	0.035007	0.64996	0.67244	0.999955	564	1	0.035007
G0452	10	0.15155	0.34096	0.999995	332	2	0.10451	0.24479	0.37802	0.999955	187	2	0.10451
G0488	10	0.15191	0.34139	0.999995	333	3	-0.2396	0.95112	0.95131	0.999955	916	0	-0.2396
G0428	10	0.15456	0.34568	0.999995	334	1	0.02464	0.56726	0.62131	0.999955	481	1	0.02464
G0608	10	0.15542	0.3468	0.999995	335	1	0.056889	0.81929	0.81887	0.999955	746	0	0.056889
G0789	10	0.15651	0.3484	0.999995	336	3	0.042956	0.2839	0.4171	0.999955	230	2	0.042956
G0235	10	0.15712	0.3494	0.999995	337	3	-0.34849	0.42021	0.55025	0.999955	388	1	-0.34849
G0342	10	0.15736	0.34968	0.999995	338	4	-0.10899	0.77152	0.77106	0.999955	678	1	-0.10899
G0722	10	0.15777	0.35025	0.999995	339	4	0.026413	0.27801	0.4114	0.999955	223	1	0.026413
G0219	10	0.158	0.35058	0.999995	340	3	0.079906	0.82891	0.82788	0.999955	758	0	0.079906
G0357	10	0.15835	0.35115	0.999995	341	3	0.038846	0.84475	0.84386	0.999955	782	0	0.038846
G0813	10	0.1586	0.35152	0.999995	342	3	-0.11885	0.36825	0.5036	0.999955	329	2	-0.11885
G0232	10	0.15885	0.35186	0.999995	343	3	-0.045798	0.81363	0.81323	0.999955	737	0	-0.045798
G0127	10	0.1591	0.35229	0.999995	344	3	-0.16904	0.98222	0.98274	0.999955	963	0	-0.16904
G0744	10	0.16142	0.35583	0.999995	345	4	-0.38351	0.94513	0.94535	0.999955	905	0	-0.38351
G0091	10	0.16186	0.35641	0.999995	346	3	-0.095423	0.4956	0.58373	0.999955	436	1	-0.095423
G0469	10	0.16201	0.35668	0.999995	347	4	-0.1893	0.78742	0.78701	0.999955	703	0	-0.1893
G0929	10	0.16397	0.35954	0.999995	348	2	-0.14433	0.78037	0.78005	0.999955	690	0	-0.14433
G0239	10	0.16509	0.36125	0.999995	349	3	-0.084827	0.52963	0.60057	0.999955	459	1	-0.084827
G0427	10	0.16652	0.36315	0.999995	350	4	-0.10191	0.49668	0.5843	0.999955	437	1	-0.10191
G0372	10	0.16712	0.36412	0.999995	351	3	-0.076335	0.96715	0.96696	0.999955	945	0	-0.076335
G0299	10	0.16905	0.36685	0.999995	352	3	-0.28019	0.75428	0.75435	0.999955	659	1	-0.28019
G0484	10	0.17014	0.36821	0.999995	353	2	0.1412	0.70973	0.71539	0.999955	614	1	0.1412
G0797	10	0.1717	0.37029	0.999995	354	4	-0.20194	0.63085	0.65953	0.999955	545	1	-0.20194
G0807	10	0.17191	0.37056	0.999995	355	4	-0.032353	0.59953	0.63927	0.999955	513	1	-0.032353
G0855	10	0.17317	0.37236	0.999995	356	4	-0.0081571	0.82809	0.82711	0.999955	756	0	-0.0081571
G0432	10	0.17329	0.37251	0.999995	357	3	-0.21134	0.92338	0.92325	0.999955	871	0	-0.21134
G0266	10	0.17413	0.37388	0.999995	358	3	0.08073	0.79523	0.7946	0.999955	711	0	0.08073
G0076	10	0.17443	0.37434	0.999995	359	4	-0.1187	0.12139	0.24072	0.999955	119	2	-0.1187
G0974	10	0.17485	0.37502	0.999995	360	4	0.090531	0.8094	0.80882	0.999955	730	0	0.090531
G0279	10	0.17497	0.37515	0.999995	361	2	0.24792	0.048259	0.12173	0.999955	78	3	0.24792
G0756	10	0.17506	0.37534	0.999995	362	4	-0.1328	0.62136	0.65305	0.999955	535	1	-0.1328
G0437	10	0.17581	0.37653	0.999995	363	3	0.096748	0.40044	0.53719	0.999955	372	2	0.096748
G0742	10	0.17657	0.3777	0.999995	364	3	-0.13249	0.72039	0.72407	0.999955	620	1	-0.13249
G0313	10	0.17749	0.37908	0.999995	365	3	-0.22348	0.94849	0.94859	0.999955	910	0	-0.22348
G0582	10	0.17781	0.37957	0.999995	366	4	-0.38209	0.44188	0.55956	0.999955	401	1	-0.38209
G0811	10	0.17812	0.38007	0.999995	367	4	-0.2011	0.3837	0.51911	0.999955	349	1	-0.2011
G0222	10	0.17833	0.3804	0.999995	368	2	0.10772	0.36866	0.50421	0.999955	331	1	0.10772
G0411	10	0.17908	0.38155	0.999995	369	4	-0.19277	0.4611	0.56826	0.999955	416	1	-0.19277
G0300	10	0.18084	0.38405	0.999995	370	2	-0.041564	0.83175	0.8309	0.999955	761	0	-0.041564
G0688	10	0.18228	0.38613	0.999995	371	3	0.016334	0.30883	0.44236	0.999955	253	2	0.016334
G0291	10	0.18254	0.38657	0.999995	372	3	0.036832	0.046293	0.11826	0.999955	77	3	0.036832
G0970	10	0.1828	0.3869	0.999995	373	3	0.088542	0.77985	0.7796	0.999955	689	0	0.088542
G0200	10	0.18291	0.38712	0.999995	374	3	-0.10107	0.27768	0.41106	0.999955	222	2	-0.10107
G0808	10	0.18418	0.38893	0.999995	375	3	-0.13771	0.62468	0.65521	0.999955	539	1	-0.13771
G0099	10	0.18501	0.39025	0.999995	376	2	0.10502	0.94335	0.94346	0.999955	900	0	0.10502
G0033	10	0.18584	0.39136	0.999995	377	2	-0.12497	0.66855	0.68499	0.999955	577	1	-0.12497
G0501	10	0.18725	0.39323	0.999995	378	4	-0.45415	0.96143	0.96145	0.999955	934	0	-0.45415
G0981	10	0.18747	0.39355	0.999995	379	4	-0.021499	0.23557	0.36902	0.999955	180	2	-0.021499
G0767	10	0.18807	0.39433	0.999995	380	3	0.074192	0.79951	0.799	0.999955	714	0	0.074192
G0416	10	0.18833	0.3947	0.999995	381	2	0.017028	0.70476	0.71158	0.999955	609	1	0.017028
G0381	10	0.19139	0.39914	0.999995	382	4	-0.16175	0.10576	0.2153	0.999955	105	2	-0.16175
G0315	10	0.19214	0.40021	0.999995	383	2	0.31443	0.030676	0.086876	0.999955	67	3	0.31443
G0969	10	0.19251	0.40062	0.999995	384	2	-0.083799	0.78417	0.78386	0.999955	697	0	-0.083799
G0105	10	0.19361	0.40218	0.999995	385	3	-0.27254	0.91176	0.91134	0.999955	852	0	-0.27254
G0554	10	0.19415	0.40304	0.999995	386	3	-0.022218	0.088926	0.18851	0.999955	88	3	-0.022218
G0244	10	0.19441	0.40343	0.999995	387	3	0.093779	0.74391	0.74478	0.999955	644	1	0.093779
G0056	10	0.19576	0.40537	0.999995	388	3	-0.0088972	0.33415	0.46712	0.999955	279	2	-0.0088972
G0314	10	0.1958	0.40542	0.999995	389	4	-0.20066	0.010553	0.035827	0.663458	54	4	-0.20066
G0946	10	0.1966	0.40658	0.999995	390	3	-0.044202	0.4651	0.57012	0.999955	419	1	-0.044202
G0051	10	0.19682	0.40692	0.999995	391	3	-0.02361	0.81075	0.8101	0.999955	734	0	-0.02361
G0013	10	0.19735	0.40761	0.999995	392	3	-0.22695	0.54611	0.6094	0.999955	467	1	-0.22695
G0097	10	0.1974	0.40772	0.999995	393	2	0.19501	0.56111	0.61806	0.999955	476	1	0.19501
G0795	10	0.1989	0.40988	0.999995	394	4	-0.069164	0.6345	0.66187	0.999955	549	1	-0.069164
G0053	10	0.19977	0.41112	0.999995	395	3	-0.1865	0.844	0.84308	0.999955	779	0	-0.1865
G0637	10	0.19986	0.41119	0.999995	396	1	0.018739	0.85385	0.85316	0.999955	795	0	0.018739
G0906	10	0.2022	0.41467	0.999995	397	3	-0.29562	0.98029	0.98101	0.999955	960	0	-0.29562
G0237	10	0.20231	0.41482	0.999995	398	2	-0.081523	0.61336	0.64829	0.999955	528	1	-0.081523
G0716	10	0.20383	0.41695	0.999995	399	4	-0.22992	0.32247	0.45608	0.999955	267	2	-0.22992
G0561	10	0.20394	0.4171	0.999995	400	3	0.007763	0.35975	0.49428	0.999955	314	2	0.007763
G0896	10	0.20405	0.41727	0.999995	401	4	-0.4532	0.99967	0.99958	0.999955	995	0	-0.4532
G0951	10	0.20409	0.41734	0.999995	402	3	-0.14151	0.54364	0.608	0.999955	466	1	-0.14151
G0249	10	0.20475	0.41813	0.999995	403	2	-0.1787	0.94637	0.9465	0.999955	906	0	-0.1787
G0786	10	0.20699	0.42135	0.999995	404	4	-0.25045	0.40501	0.54171	0.999955	379	2	-0.25045
G0448	10	0.20721	0.4216	0.999995	405	4	0.043924	0.35317	0.48722	0.999955	304	2	0.043924
G0217	10	0.20784	0.4226	0.999995	406	3	-0.22837	0.84192	0.84113	0.999955	777	0	-0.22837
G0252	10	0.20934	0.42465	0.999995	407	2	-0.036288	0.36601	0.50101	0.999955	322	1	-0.036288
G0010	10	0.20962	0.42497	0.999995	408	2	0.098538	0.81583	0.81534	0.999955	741	0	0.098538
G0418	10	0.21161	0.428	0.999995	409	2	-0.059169	0.85718	0.85698	0.999955	801	0	-0.059169
G0602	10	0.21366	0.43072	0.999995	410	1	0.071247	0.42448	0.55197	0.999955	391	1	0.071247
G0666	10	0.21392	0.43105	0.999995	411	4	-0.19842	0.49884	0.58513	0.999955	439	1	-0.19842
G0282	10	0.21543	0.43305	0.999995	412	4	-0.30256	0.9264	0.92614	0.999955	875	0	-0.30256
G0908	10	0.2169	0.43495	0.999995	413	3	-0.060375	0.39358	0.52933	0.999955	362	2	-0.060375
G0286	10	0.21912	0.43834	0.999995	414	4	-0.25801	0.91355	0.91307	0.999955	855	0	-0.25801
G0592	10	0.22111	0.44111	0.999995	415	3	-0.11109	0.38708	0.52259	0.999955	354	2	-0.11109
G0638	10	0.22168	0.44201	0.999995	416	3	0.40008	0.11961	0.23802	0.999955	116	3	0.40008
G0165	10	0.22238	0.44292	0.999995	417	4	-0.19414	0.48415	0.57828	0.999955	431	1	-0.19414
G0708	10	0.22331	0.4444	0.999995	418	4	-0.11274	0.72543	0.72813	0.999955	625	1	-0.11274
G0059	10	0.22354	0.44475	0.999995	419	4	-0.13489	0.91188	0.91146	0.999955	853	0	-0.13489
G0138	10	0.22407	0.44557	0.999995	420	3	-0.089562	0.22962	0.363	0.999955	176	1	-0.089562
G0928	10	0.22486	0.4468	0.999995	421	2	-0.02248	0.56253	0.61887	0.999955	478	1	-0.02248
G0429	10	0.22494	0.44692	0.999995	422	4	-0.041462	0.63932	0.66496	0.999955	554	1	-0.041462
G0882	10	0.22645	0.449	0.999995	423	2	-0.037948	0.023456	0.069084	0.999955	63	3	-0.037948
G0853	10	0.22696	0.44982	0.999995	424	3	-0.084004	0.77754	0.77712	0.999955	685	0	-0.084004
G0178	10	0.22705	0.44995	0.999995	425	4	-0.17477	0.94365	0.9438	0.999955	902	0	-0.17477
G0281	10	0.22752	0.45055	0.999995	426	4	-0.21344	0.82686	0.82613	0.999955	752	0	-0.21344
G0141	10	0.22752	0.45055	0.999995	427	3	-0.331	0.97261	0.97286	0.999955	952	0	-0.331
G0168	10	0.22792	0.45104	0.999995	428	2	0.01473	0.28691	0.42027	0.999955	232	2	0.01473
G0296	10	0.2294	0.45332	0.999995	429	4	-0.07647	0.731	0.73304	0.999955	630	1	-0.07647
G0190	10	0.22962	0.45361	0.999995	430	2	0.10647	0.30298	0.43715	0.999955	247	1	0.10647
G0134	10	0.22977	0.45385	0.999995	431	3	-0.18113	0.9187	0.918	0.999955	862	0	-0.18113
G0366	10	0.23035	0.4546	0.999995	432	4	-0.15085	0.52658	0.59893	0.999955	457	1	-0.15085
G0276	10	0.23106	0.45551	0.999995	433	4	-0.19816	0.8076	0.80718	0.999955	726	0	-0.19816
G0720	10	0.2312	0.45576	0.999995	434	3	-0.064	0.58117	0.62902	0.999955	498	1	-0.064
G0461	10	0.23136	0.45599	0.999995	435	3	-0.21027	0.73284	0.73468	0.999955	632	1	-0.21027
G0310	10	0.23173	0.45654	0.999995	436	3	-0.1416	0.83195	0.8311	0.999955	762	0	-0.1416
G0365	10	0.23248	0.45746	0.999995	437	4	-0.026703	0.52505	0.59816	0.999955	456	1	-0.026703
G0715	10	0.23251	0.45751	0.999995	438	3	-0.030098	0.53216	0.60204	0.999955	460	1	-0.030098
G0019	10	0.23314	0.45827	0.999995	439	4	-0.30772	0.4536	0.56484	0.999955	412	1	-0.30772
G0661	10	0.23435	0.46028	0.999995	440	3	-0.093076	0.91052	0.91008	0.999955	850	0	-0.093076
G0958	10	0.23514	0.46137	0.999995	441	2	-0.16955	0.33274	0.46593	0.999955	277	1	-0.16955
G0954	10	0.23532	0.46173	0.999995	442	4	-0.2471	0.56679	0.6211	0.999955	480	1	-0.2471
G0846	10	0.23557	0.46205	0.999995	443	3	0.036008	0.55099	0.61212	0.999955	469	1	0.036008
G0197	10	0.23699	0.46389	0.999995	444	4	-0.18753	0.99376	0.99424	0.999955	981	0	-0.18753
G0649	10	0.2371	0.464	0.999995	445	3	-0.16728	0.77231	0.77179	0.999955	680	0	-0.16728
G0384	10	0.23828	0.46574	0.999995	446	2	-0.20056	0.88749	0.88774	0.999955	833	0	-0.20056
G0018	10	0.23866	0.4662	0.999995	447	4	-0.21227	0.18659	0.32058	0.999955	152	2	-0.21227
G0948	10	0.24022	0.46824	0.999995	448	3	-0.14526	0.90344	0.90303	0.999955	843	0	-0.14526
G0083	10	0.24034	0.46848	0.999995	449	4	-0.1725	0.61801	0.65104	0.999955	532	1	-0.1725
G0997	10	0.24051	0.46871	0.999995	450	3	-0.12458	0.83904	0.83821	0.999955	771	0	-0.12458
G0738	10	0.24062	0.4689	0.999995	451	3	-0.098961	0.54315	0.60767	0.999955	465	1	-0.098961
G0524	10	0.24278	0.47179	0.999995	452	3	-0.14413	0.44483	0.56093	0.999955	405	1	-0.14413
G0544	10	0.24307	0.47214	0.999995	453	3	-0.0089729	0.7596	0.75943	0.999955	663	1	-0.0089729
G0002	10	0.24395	0.47327	0.999995	454	4	-0.24536	0.3322	0.46529	0.999955	276	2	-0.24536
G0504	10	0.24539	0.47522	0.999995	455	4	-0.50564	0.49776	0.58465	0.999955	438	1	-0.50564
G0849	10	0.24564	0.47558	0.999995	456	3	-0.014237	0.19066	0.32445	0.999955	157	2	-0.014237
G0538	10	0.24671	0.4771	0.999995	457	2	0.045292	0.43234	0.5554	0.999955	396	1	0.045292
G0843	10	0.24762	0.47845	0.999995	458	2	-0.054427	0.7659	0.76585	0.999955	672	1	-0.054427
G0712	10	0.2483	0.47934	0.999995	459	4	-0.22248	0.35532	0.48958	0.999955	307	1	-0.22248
G0911	10	0.24864	0.47989	0.999995	460	2	-0.047112	0.36709	0.50217	0.999955	326	2	-0.047112
G0871	10	0.24902	0.48043	0.999995	461	3	-0.14877	0.69323	0.70282	0.999955	603	1	-0.14877
G0456	10	0.25	0.48185	0.999995	462	4	-0.33413	0.81648	0.816	0.999955	742	0	-0.33413
G0345	10	0.25134	0.48365	0.999995	463	2	0.16603	0.40577	0.54255	0.999955	381	2	0.16603
G0955	10	0.25146	0.48387	0.999995	464	4	-0.33969	0.61717	0.6505	0.999955	530	1	-0.33969
G0705	10	0.25166	0.48408	0.999995	465	3	-0.15413	0.52811	0.59975	0.999955	458	1	-0.15413
G0643	10	0.25225	0.48484	0.999995	466	1	0.27728	0.34386	0.47699	0.999955	295	2	0.27728
G0292	10	0.2531	0.48583	0.999995	467	3	-0.36482	0.91776	0.91708	0.999955	861	0	-0.36482
G0449	10	0.25414	0.48712	0.999995	468	4	-0.28794	0.95086	0.95113	0.999955	915	0	-0.28794
G0498	10	0.25463	0.48773	0.999995	469	4	-0.34781	0.93601	0.9363	0.999955	885	0	-0.34781
G0691	10	0.2552	0.4886	0.999995	470	3	-0.1476	0.78316	0.78276	0.999955	696	0	-0.1476
G0359	10	0.25532	0.48878	0.999995	471	3	-0.11352	0.93881	0.93889	0.999955	890	0	-0.11352
G0971	10	0.25561	0.48919	0.999995	472	4	-0.085618	0.9671	0.96692	0.999955	944	0	-0.085618
G0204	10	0.25684	0.49075	0.999995	473	4	-0.32653	0.51053	0.59064	0.999955	448	1	-0.32653
G0150	10	0.25708	0.49111	0.999995	474	4	-0.13454	0.23984	0.373	0.999955	183	1	-0.13454
G0472	10	0.2583	0.49277	0.999995	475	3	-0.10744	0.77046	0.76995	0.999955	675	1	-0.10744
G0176	10	0.25915	0.49363	0.999995	476	2	-0.10565	0.55294	0.61322	0.999955	471	1	-0.10565
G0773	10	0.26033	0.49481	0.999995	477	3	-0.055557	0.56773	0.62153	0.999955	482	1	-0.055557
G0631	10	0.26067	0.49507	0.999995	478	3	0.027843	0.16905	0.30353	0.999955	143	2	0.027843
G0258	10	0.26091	0.49529	0.999995	479	3	0.082929	0.21728	0.35038	0.999955	170	2	0.082929
G0185	10	0.26143	0.49565	0.999995	480	2	-0.18199	0.37328	0.50867	0.999955	334	1	-0.18199
G0319	10	0.26149	0.49567	0.999995	481	3	-0.055539	0.24056	0.3737	0.999955	184	2	-0.055539
G0517	10	0.26236	0.49651	0.999995	482	3	-0.20923	0.95634	0.9566	0.999955	923	0	-0.20923
G0089	10	0.26372	0.49768	0.999995	483	2	-0.042684	0.95907	0.95934	0.999955	930	0	-0.042684
G0529	10	0.26528	0.49915	0.999995	484	3	0.25412	0.3694	0.50485	0.999955	333	2	0.25412
G0665	10	0.26875	0.50207	0.999995	485	3	-0.13164	0.39142	0.527	0.999955	360	1	-0.13164
G0859	10	0.27263	0.50558	0.999995	486	3	0.056806	0.54117	0.60667	0.999955	463	1	0.056806
G0151	10	0.27353	0.50654	0.999995	487	1	0.1501	0.036381	0.10022	0.999955	72	3	0.1501
G0425	10	0.27816	0.51076	0.999995	488	3	0.0164	0.27612	0.40967	0.999955	220	2	0.0164
G0376	10	0.27905	0.51147	0.999995	489	3	0.10874	0.83632	0.83547	0.999955	770	0	0.10874
G0992	10	0.28248	0.51476	0.999995	490	2	-0.011346	0.33204	0.46515	0.999955	275	1	-0.011346
G0162	10	0.28288	0.51504	0.999995	491	3	-0.060325	0.54953	0.6113	0.999955	468	1	-0.060325
G0587	10	0.2847	0.5167	0.999995	492	2	0.13257	0.71137	0.71667	0.999955	615	1	0.13257
G0856	10	0.28585	0.51765	0.999995	493	3	0.092182	0.10313	0.21106	0.999955	99	3	0.092182
G0564	10	0.28624	0.51793	0.999995	494	3	-0.036159	0.61037	0.64626	0.999955	525	1	-0.036159
G0412	10	0.2894	0.52086	0.999995	495	3	0.062832	0.82748	0.82664	0.999955	753	0	0.062832
G0492	10	0.29059	0.52193	0.999995	496	1	0.045316	0.84173	0.84096	0.999955	776	0	0.045316
G0092	10	0.29133	0.52257	0.999995	497	1	0.086089	0.32856	0.46184	0.999955	271	2	0.086089
G0588	10	0.29148	0.52273	0.999995	498	3	-0.066377	0.035774	0.098668	0.999955	70	3	-0.066377
