"","sgRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3250","G0325_3250",87.7931073307345,-0.0515646754914786,0.267792883353899,-0.192554316028383,0.847308025789704,0.999975938893155
"3251","G0326_3251",211.021458018948,-0.00465578632161011,0.228051511668914,-0.0204155030042923,0.983711916818908,0.999975938893155
"3252","G0326_3252",100.270788040226,0.0145368206178242,0.204132792167221,0.0712125693451348,0.943228577924721,0.999975938893155
"3253","G0326_3253",69.3163612746398,0.13703413820588,0.250744387689113,0.546509293662769,0.584715901084786,0.999975938893155
"3254","G0326_3254",327.560597754994,0.0872612259924822,0.119944658543957,0.727512396564976,0.466912124088047,0.999975938893155
"3255","G0326_3255",39.7132746638943,-0.156442312817569,0.461181926666491,-0.339220389550743,0.734443710298323,0.999975938893155
"3256","G0326_3256",50.679564927194,0.146365452899492,0.493386756841116,0.296654603858014,0.766730218450681,0.999975938893155
"3257","G0326_3257",163.689944434532,0.0549785016051951,0.267243623656655,0.205724278293089,0.83700629285014,0.999975938893155
"3258","G0326_3258",58.4182709447258,0.114312055809993,0.327404146989153,0.349146633789523,0.726979228088227,0.999975938893155
"3259","G0326_3259",67.8372155430302,-0.0566536277982807,0.337999196460936,-0.167614681903033,0.86688642012877,0.999975938893155
"3260","G0326_3260",317.578462095178,0.140683763897657,0.136941798033344,1.02732522807538,0.304267346852264,0.999975938893155
"3261","G0327_3261",36.4520872639777,0.0932081293077614,0.579941730084778,0.160719817996432,0.872314079847582,0.999975938893155
"3262","G0327_3262",97.3207892484536,-0.146061108170403,0.246145812219755,-0.593392619005851,0.552918427374687,0.999975938893155
"3263","G0327_3263",95.3575941046737,0.0576006552214801,0.265394886948096,0.217037546894207,0.828179084080756,0.999975938893155
"3264","G0327_3264",134.449702700936,0.0373727474849992,0.254988686144112,0.146566296921414,0.883474357495232,0.999975938893155
"3265","G0327_3265",14.456751522623,0.0319609425240483,1.00310570584621,0.031861988559906,0.974582111973,0.999975938893155
"3266","G0327_3266",84.7060159282318,0.155176212492589,0.247383785069048,0.627269133461101,0.530482832862476,0.999975938893155
"3267","G0327_3267",159.028300686149,0.0514856645955476,0.175566528778675,0.293254442937994,0.769327672833899,0.999975938893155
"3268","G0327_3268",130.13573100091,0.0322804364564238,0.228986963226912,0.140970629949949,0.887893144509565,0.999975938893155
