"","gene","pvalue","log2FoldChange","stat","padj"
"608","G0608",0.999540207429693,0.0212543691252065,0.0784233431585338,0.9999989840044
"609","G0609",0.960893385927859,0.0871362201111204,0.289109526547321,0.9999989840044
"610","G0610",0.998165883137822,0.0443340639508666,0.102492377176843,0.9999989840044
"611","G0611",0.997734811169524,0.0310884219998084,0.0220948369259587,0.9999989840044
"612","G0612",0.908181633700607,-0.0204096887782627,-0.0577815183627289,0.9999989840044
"613","G0613",0.995377173139965,0.0263518097444505,-0.0587015124651481,0.9999989840044
"614","G0614",0.999815588414165,0.0364415451646874,0.0949476590077618,0.9999989840044
"615","G0615",0.999106292908427,0.0249965028103388,0.0504659201358362,0.9999989840044
"616","G0616",0.99059535946905,0.000235163033339433,-0.0459140524944777,0.9999989840044
"617","G0617",0.992935190286609,-0.0025705688377826,-0.023355002718279,0.9999989840044
"618","G0618",0.996444713626017,0.0517352588607768,0.0569676538653342,0.9999989840044
"619","G0619",0.999202834485249,0.033789583811184,0.0839337160712081,0.9999989840044
"620","G0620",0.999987963619952,-0.0153494445618297,-0.0108920103726215,0.9999989840044
"621","G0621",0.998237810067936,0.0260963809670171,0.0496811881475514,0.9999989840044
"622","G0622",0.996659065633314,-0.0409529230909714,-0.181502059709901,0.9999989840044
"623","G0623",0.999280390152825,-0.0880197913408572,-0.233383875458971,0.9999989840044
"624","G0624",0.975336799443634,-0.00875308614112485,0.0579449182054322,0.9999989840044
"625","G0625",0.998814299342841,0.0211224952961806,0.0945717813308491,0.9999989840044
"626","G0626",0.999548313533343,0.0161499701538395,0.0679582042639968,0.9999989840044
"627","G0627",0.998152614972849,-0.0692626448046695,-0.182268412806294,0.9999989840044
"628","G0628",0.998721659407571,0.0222687072480467,0.00696368969192439,0.9999989840044
"629","G0629",0.982109002266266,-0.0647582983674369,-0.0818220723857315,0.9999989840044
"630","G0630",0.999566655392677,0.0332167101059705,0.00984897763264322,0.9999989840044
"631","G0631",0.99996863644986,0.0241274670862136,0.0358730719624764,0.9999989840044
"632","G0632",0.999608796620826,0.0275001694788201,0.0453404710891824,0.9999989840044
"633","G0633",0.997410240167582,0.00668044470576733,-0.0431987356798992,0.9999989840044
"634","G0634",0.999802914283685,-0.0713258424203738,-0.0965254554963978,0.9999989840044
"635","G0635",0.937764384986083,-0.0473896188551243,-0.0891694846210833,0.9999989840044
"636","G0636",0.993218165659703,0.0909694390944235,0.264677349394214,0.9999989840044
"637","G0637",0.925313104853002,-0.111671607332768,-0.42194172043856,0.9999989840044
"638","G0638",0.998804500360463,0.0366592451261055,0.104899366859934,0.9999989840044
"639","G0639",0.97156457684142,0.022624125515728,0.11375058743693,0.9999989840044
