gene,sgRNA,p_value,t_value,grho,rho,df
G0100,G0100_995,0.7665212164436881,-0.29704818902358365,0.39029771089553833,0.2898176312446594,674.1788848434177
G0100,G0100_996,0.9143149136145376,-0.1076397518685271,0.39029771089553833,0.2999693751335144,645.4272255576273
G0100,G0100_997,0.6655934861279054,-0.4324724570229312,0.39029771089553833,0.45869165658950806,477.07381734423035
G0100,G0100_998,0.620005414067113,-0.4960835621970287,0.39029771089553833,0.5290864109992981,641.3598571439702
G0100,G0100_999,0.7923138444339397,-0.263408130477732,0.39029771089553833,0.4089514911174774,697.2747606966144
G0100,G0100_1000,0.9770656087960969,0.028759012368361578,0.39029771089553833,0.4299177825450897,650.6941943737587
G0101,G0101_1001,0.9610652607538599,-0.04883083793994954,0.4499543309211731,0.3490864038467407,874.1429791372974
G0101,G0101_1002,0.9391214703065391,-0.07639513569045353,0.4499543309211731,0.3223131000995636,913.3304199838631
G0101,G0101_1003,0.25302893624963385,-1.1439650610341023,0.4499543309211731,0.702531099319458,700.4070157215489
G0101,G0101_1004,0.6282858520403893,-0.48431017164399515,0.4499543309211731,0.5740543007850647,883.0507208498436
G0101,G0101_1005,0.9038951019848458,-0.1207761842889517,0.4499543309211731,0.2784528434276581,905.7020529859233
G0101,G0101_1006,0.5739829327371568,-0.5624008411141962,0.4499543309211731,0.6559171080589294,900.390425614202
G0101,G0101_1007,0.7803682104999043,0.27893647965384777,0.4499543309211731,0.4665186405181885,772.672561121278
G0101,G0101_1008,0.8450373966655103,-0.19550900347656475,0.4499543309211731,0.3593631982803345,925.6606056410986
G0101,G0101_1009,0.9865881734638995,-0.016814710049457268,0.4499543309211731,0.3037225604057312,897.0868744042
G0101,G0101_1010,0.8132539994974064,0.23630416128286552,0.4499543309211731,0.4875842332839966,843.8957800484175
G0102,G0102_1011,0.46067977248501535,-0.7401061416927888,0.48530474305152893,0.34633195400238037,120.11388689773558
G0102,G0102_1012,0.5923867327557715,-0.5363459895999961,0.48530474305152893,0.2730341851711273,178.63347151671013
G0102,G0102_1013,0.6251686212941756,-0.4892841053955852,0.48530474305152893,0.2459242045879364,203.07863501483678
G0102,G0102_1014,0.6443527742021544,-0.4623114011735383,0.48530474305152893,0.21428321301937103,203.15122369105356
G0102,G0102_1015,0.5523029171499596,-0.5961537225001154,0.48530474305152893,0.26292407512664795,109.5
G0102,G0102_1016,0.5109679965399709,-0.6593860534514399,0.48530474305152893,0.32280558347702026,114.8410459454416
G0102,G0102_1017,0.5684711027220697,-0.5711964552147211,0.48530474305152893,0.21936240792274475,212.14077638738374
G0102,G0102_1018,0.0013545149352081065,-3.248459520041985,0.48530474305152893,1.4071259498596191,206.34511785544777
G0102,G0102_1019,0.368466687963247,-0.9030783192430016,0.48530474305152893,0.39475730061531067,109.49999999999999
G0102,G0102_1020,0.01867346282855009,-2.3835623342220935,0.48530474305152893,1.1664984226226807,123.18846838870166
G0103,G0103_1021,0.8139714683817814,-0.2354511452956603,0.3960602581501007,0.3742261826992035,427.01660452588726
G0103,G0103_1022,0.5530913806304298,-0.5935704380698268,0.3960602581501007,0.6511170268058777,459.7261349763514
G0103,G0103_1023,0.6078327583133292,-0.5135662804314156,0.3960602581501007,0.5211684107780457,408.730989755494
G0103,G0103_1024,0.6213208327209516,-0.49431107283086506,0.3960602581501007,0.4831177592277527,463.2296714784663
G0103,G0103_1025,0.7194853912838544,-0.35935648403647497,0.3960602581501007,0.4748806059360504,483.25565035363354
G0103,G0103_1026,0.7896679635545298,-0.26692600968837377,0.3960602581501007,0.3296110928058624,387.93889271121867
G0103,G0103_1027,0.6919441580129486,-0.3965437936400849,0.3960602581501007,0.3599034547805786,352.0554871912318
G0103,G0103_1028,0.8453348508138219,-0.19518509929967656,0.3960602581501007,0.35453057289123535,456.6826546090745
G0103,G0103_1029,0.8212907330878261,-0.22605264236088157,0.3960602581501007,0.2833370566368103,354.5523128102007
G0103,G0103_1030,0.9296259524656396,-0.08840649258210477,0.3960602581501007,0.1287105828523636,244.5555555555556
G0104,G0104_1031,0.7109328701031212,-0.371158480784357,0.40353378653526306,0.29760706424713135,190.06882472087867
G0104,G0104_1032,0.6892869257843621,-0.40030386464362444,0.40353378653526306,0.2736923396587372,241.2745290529749
G0104,G0104_1033,0.799739333814069,-0.25397685113760754,0.40353378653526306,0.2874771058559418,231.02889487790898
G0104,G0104_1034,0.6947509179303619,-0.3930335169657404,0.40353378653526306,0.2804206609725952,183.51252639032398
G0104,G0104_1035,0.46697752779173496,-0.7284308333434717,0.40353378653526306,0.5610396265983582,271.5773202830684
G0104,G0104_1036,0.7230865375244342,-0.3550324649131648,0.40353378653526306,0.26292407512664795,143.5
G0104,G0104_1037,0.34327619389174435,-0.9495141963509954,0.40353378653526306,0.7611438035964966,249.98478601813977
G0104,G0104_1038,0.3919505520057318,-0.85867741815791,0.40353378653526306,0.489382803440094,143.5
G0104,G0104_1039,0.8688778510082511,-0.16525321641464794,0.40353378653526306,0.28401172161102295,250.70936573681053
G0104,G0104_1040,0.6133460130560913,-0.5058932486937283,0.40353378653526306,0.5376387238502502,268.92791408185053
G0105,G0105_1041,0.8240175957391231,-0.22247228440438171,0.4069117605686188,0.3144954442977905,636.6644581352463
G0105,G0105_1042,0.3786256262886014,-0.8812924486080026,0.4069117605686188,0.5115723609924316,454.2371926959377
G0105,G0105_1043,0.5624221903780524,-0.5795493607282058,0.4069117605686188,0.4045933485031128,640.9530621857965
G0105,G0105_1044,0.34307230213025597,-0.9487302257870877,0.4069117605686188,0.6068024635314941,728.8343838755079
G0105,G0105_1045,0.5962544842573672,-0.530037680781156,0.4069117605686188,0.3604852855205536,697.5109307493711
G0105,G0105_1046,0.6979163789858296,-0.38833956388829727,0.4069117605686188,0.36883848905563354,545.1141444165696
G0105,G0105_1047,0.6744656960638262,-0.4202031791568466,0.4069117605686188,0.4384937584400177,701.5689644679884
G0105,G0105_1048,0.5996275188699351,-0.5252006816158422,0.4069117605686188,0.45495960116386414,633.2619399396975
G0105,G0105_1049,0.638244126981004,-0.4703522454968359,0.4069117605686188,0.3848715126514435,728.6538313151368
G0105,G0105_1050,0.6573616114243506,-0.44382742286024013,0.4069117605686188,0.22400544583797455,494.2134367032919
G0106,G0106_1051,0.703143627378283,-0.38136423877755216,0.43140268325805664,0.3432921767234802,384.522279502588
G0106,G0106_1052,0.8230778792542814,-0.22369896908493206,0.43140268325805664,0.3287571668624878,529.1883315277094
G0106,G0106_1053,0.8484568548308937,0.19117404901310345,0.43140268325805664,0.466016560792923,573.8356681499041
G0106,G0106_1054,0.8330850945250396,-0.2108817346524293,0.43140268325805664,0.23219960927963257,407.0190146293583
G0106,G0106_1055,0.5370438173283789,-0.617678644175369,0.43140268325805664,0.46721065044403076,547.920141705744
G0106,G0106_1056,0.5471021162290217,-0.6024848341269801,0.43140268325805664,0.49618932604789734,544.8454161760159
G0106,G0106_1057,0.1949354277849924,-1.2978793005444225,0.43140268325805664,0.7136645317077637,493.23034371125726
G0106,G0106_1058,0.6462693983532137,-0.45922852939509834,0.43140268325805664,0.3861561417579651,500.62275375825806
